year,party,pct_won,state_dist
2016,D,90.18,PA-2
2016,R,100.0,PA-3
2016,R,66.06,PA-4
2016,R,67.16,PA-5
2016,R,57.24,PA-6
2016,R,59.47,PA-7
2016,R,54.43,PA-8
2016,R,63.34,PA-9
2016,R,70.17,PA-10
2016,R,63.67,PA-11
2016,R,61.76,PA-12
2016,D,100.0,PA-13
2016,D,74.37,PA-14
2016,R,58.39,PA-15
2016,R,53.76,PA-16
2016,D,53.8,PA-17
2016,R,100.0,PA-18
2018,R,51.26,PA-1
2018,D,79.02,PA-2
2018,D,93.38,PA-3
2018,D,63.52,PA-4
2018,D,65.19,PA-5
2018,D,58.88,PA-6
2018,D,53.49,PA-7
2018,D,54.64,PA-8
2018,R,59.75,PA-9
2018,R,51.32,PA-10
2018,R,58.98,PA-11
2018,R,66.04,PA-12
2018,R,70.49,PA-13
2018,R,57.91,PA-14
2018,R,67.84,PA-15
2018,R,51.58,PA-16
2018,D,56.26,PA-17
2018,D,100.0,PA-18
2014,D,59.49,RI-1
2014,D,62.22,RI-2
2016,D,64.5,RI-1
2016,D,58.09,RI-2
2018,D,66.69,RI-1
2018,D,63.49,RI-2
2014,R,93.41,SC-1
2014,R,62.45,SC-2
2014,R,71.18,SC-3
2014,R,84.84,SC-4
2014,R,58.85,SC-5
2014,D,72.51,SC-6
2014,R,59.95,SC-7
2016,R,58.56,SC-1
2016,R,60.25,SC-2
2016,R,72.84,SC-3
2016,R,67.19,SC-4
2016,R,59.22,SC-5
2016,D,70.09,SC-6
2016,R,60.96,SC-7
2018,D,50.6,SC-1
2018,R,56.25,SC-2
2018,R,67.79,SC-3
2018,R,59.57,SC-4
2018,R,57.03,SC-5
2018,D,70.13,SC-6
2018,R,59.56,SC-7
2014,R,66.53,SD-0
2016,R,64.1,SD-0
2018,R,60.35,SD-0
2014,R,82.84,TN-1
2014,R,72.49,TN-2
2014,R,62.36,TN-3
2014,R,58.32,TN-4
2014,D,62.32,TN-5
2014,R,71.09,TN-6
2014,R,70.0,TN-7
2014,R,70.83,TN-8
2014,D,74.97,TN-9
2016,R,78.37,TN-1
2016,R,75.65,TN-2
2016,R,66.39,TN-3
2016,R,65.03,TN-4
2016,D,62.55,TN-5
2016,R,71.09,TN-6
2016,R,72.22,TN-7
2016,R,68.75,TN-8
2016,D,78.75,TN-9
2018,R,77.06,TN-1
2018,R,65.94,TN-2
2018,R,63.68,TN-3
2018,R,63.38,TN-4
2018,D,67.85,TN-5
2018,R,69.47,TN-6
2018,R,66.86,TN-7
2018,R,67.66,TN-8
2018,D,79.98,TN-9
2014,R,77.47,TX-1
2014,R,67.95,TX-2
2014,R,82.01,TX-3
2014,R,100.0,TX-4
2014,R,85.36,TX-5
2014,R,61.15,TX-6
2014,R,63.26,TX-7
2014,R,89.32,TX-8
2014,D,90.82,TX-9
2014,R,62.18,TX-10
2014,R,90.27,TX-11
2014,R,71.31,TX-12
2014,R,84.32,TX-13
2014,R,61.85,TX-14
2014,D,54.01,TX-15
2014,D,67.49,TX-16
2014,R,64.58,TX-17
2014,D,71.78,TX-18
2014,R,77.18,TX-19
2014,D,75.66,TX-20
2014,R,71.78,TX-21
2014,R,66.55,TX-22
2014,R,49.78,TX-23
2014,R,65.04,TX-24
2014,R,60.22,TX-25
2014,R,82.66,TX-26
2014,R,63.6,TX-27
2014,D,82.1,TX-28
2014,D,89.55,TX-29
2014,D,87.95,TX-30
2014,R,64.05,TX-31
2014,R,61.82,TX-32
2014,D,86.51,TX-33
2014,D,59.47,TX-34
2014,D,62.48,TX-35
2014,R,75.96,TX-36
2016,R,73.9,TX-1
2016,R,60.63,TX-2
2016,R,61.2,TX-3
2016,R,87.99,TX-4
2016,R,80.61,TX-5
2016,R,58.34,TX-6
2016,R,56.17,TX-7
2016,R,100.0,TX-8
2016,D,80.64,TX-9
2016,R,57.33,TX-10
2016,R,89.5,TX-11
2016,R,69.4,TX-12
2016,R,89.97,TX-13
2016,R,61.86,TX-14
2016,D,57.31,TX-15
2016,D,85.73,TX-16
2016,R,60.81,TX-17
2016,D,73.5,TX-18
2016,R,86.65,TX-19
2016,D,79.74,TX-20
2016,R,57.01,TX-21
2016,R,59.52,TX-22
2016,R,48.29,TX-23
2016,R,56.18,TX-24
2016,R,58.35,TX-25
2016,R,66.36,TX-26
2016,R,61.69,TX-27
2016,D,66.19,TX-28
2016,D,72.47,TX-29
2016,D,77.92,TX-30
2016,R,58.35,TX-31
2016,R,71.07,TX-32
2016,D,73.71,TX-33
2016,D,62.67,TX-34
2016,D,63.07,TX-35
2016,R,88.61,TX-36
2018,R,72.26,TX-1
2018,R,52.84,TX-2
2018,R,54.24,TX-3
2018,R,75.7,TX-4
2018,R,62.34,TX-5
2018,R,53.1,TX-6
2018,D,52.53,TX-7
2018,R,73.44,TX-8
2018,D,89.06,TX-9
2018,R,51.06,TX-10
2018,R,80.14,TX-11
2018,R,64.27,TX-12
2018,R,81.54,TX-13
2018,R,59.24,TX-14
2018,D,59.67,TX-15
2018,D,68.46,TX-16
2018,R,56.81,TX-17
2018,D,75.25,TX-18
2018,R,75.23,TX-19
2018,D,80.85,TX-20
2018,R,50.24,TX-21
2018,R,51.36,TX-22
2018,R,49.17,TX-23
2018,R,50.61,TX-24
2018,R,53.53,TX-25
2018,R,59.38,TX-26
2018,R,60.32,TX-27
2018,D,84.39,TX-28
2018,D,75.06,TX-29
2018,D,91.05,TX-30
2018,R,50.59,TX-31
2018,D,52.27,TX-32
2018,D,76.16,TX-33
2018,D,59.99,TX-34
2018,D,71.25,TX-35
2018,R,72.56,TX-36
2014,R,64.78,UT-1
2014,R,60.82,UT-2
2014,R,72.21,UT-3
2014,R,50.92,UT-4
2016,R,65.93,UT-1
2016,R,61.6,UT-2
2016,R,73.46,UT-3
2016,R,53.76,UT-4
2018,R,61.61,UT-1
2018,R,56.1,UT-2
2018,R,67.55,UT-3
2018,D,50.12,UT-4
2014,D,64.41,VT-0
2016,D,82.51,VT-0
2018,D,69.2,VT-0
2014,R,62.9,VA-1
2014,R,58.68,VA-2
2014,D,94.43,VA-3
2014,R,60.15,VA-4
2014,R,60.86,VA-5
2014,R,74.51,VA-6
2014,R,60.83,VA-7
2014,D,63.08,VA-8
2014,R,72.15,VA-9
2014,R,56.49,VA-10
2014,D,56.86,VA-11
2016,R,59.86,VA-1
2016,R,61.33,VA-2
2016,D,66.7,VA-3
2016,D,57.73,VA-4
2016,R,58.24,VA-5
2016,R,66.63,VA-6
2016,R,57.51,VA-7
2016,D,68.39,VA-8
2016,R,68.59,VA-9
2016,R,52.69,VA-10
2016,D,87.88,VA-11
2018,R,55.18,VA-1
2018,D,51.05,VA-2
2018,D,91.22,VA-3
2018,D,62.58,VA-4
2018,R,53.18,VA-5
2018,R,59.69,VA-6
2018,D,50.34,VA-7
2018,D,76.1,VA-8
2018,R,65.16,VA-9
2018,D,56.11,VA-10
2018,D,71.11,VA-11
2014,D,55.04,WA-1
2014,D,60.57,WA-2
2014,R,61.53,WA-3
2014,R,50.81,WA-4
2014,R,60.68,WA-5
2014,D,62.98,WA-6
2014,D,80.97,WA-7
2014,R,63.27,WA-8
2014,D,70.83,WA-9
2014,D,54.7,WA-10
2016,D,55.42,WA-1
2016,D,64.02,WA-2
2016,R,61.75,WA-3
2016,R,57.64,WA-4
2016,R,59.64,WA-5
2016,D,61.53,WA-6
2016,D,55.98,WA-7
2016,R,60.2,WA-8
2016,D,72.89,WA-9
2016,D,58.67,WA-10
2018,D,59.27,WA-1
2018,D,71.29,WA-2
2018,R,52.67,WA-3
2018,R,62.82,WA-4
2018,R,54.76,WA-5
2018,D,63.89,WA-6
2018,D,83.56,WA-7
2018,D,52.42,WA-8
2018,D,67.9,WA-9
2018,D,61.54,WA-10
2014,R,63.9,WV-1
2014,R,47.08,WV-2
2014,R,55.35,WV-3
2016,R,68.97,WV-1
2016,R,58.18,WV-2
2016,R,67.88,WV-3
2018,R,64.58,WV-1
2018,R,53.96,WV-2
2018,R,56.37,WV-3
2014,R,63.27,WI-1
2014,D,68.4,WI-2
2014,D,56.46,WI-3
2014,D,70.24,WI-4
2014,R,69.45,WI-5
2014,R,56.77,WI-6
2014,R,59.28,WI-7
2014,R,65.01,WI-8
2016,R,64.95,WI-1
2016,D,68.72,WI-2
2016,D,98.86,WI-3
2016,D,76.74,WI-4
2016,R,66.7,WI-5
2016,R,57.15,WI-6
2016,R,61.67,WI-7
2016,R,62.65,WI-8
2018,R,54.56,WI-1
2018,D,97.42,WI-2
2018,D,59.65,WI-3
2018,D,75.61,WI-4
2018,R,61.93,WI-5
2018,R,55.47,WI-6
2018,R,60.11,WI-7
2018,R,63.69,WI-8
2014,R,66.05,WY-0
2016,R,60.35,WY-0
2018,R,63.59,WY-0
