,state,district,year,total_pop,under_5,X5_to_9,X10_to_14,X15_to_19,X20_to_24,X25_to_34,X35_to_44,X45_to_54,X55_to_59,X60_to_64,X65_to_74,X75_to_84,X85_over,median_age,white_pct,black_pct,amer_ind,asian_pct,pac_isl_pct,hispanic_pct
1,AL,7,2018,660468,6.2,6.3,6.3,8.1,7.7,14.4,11.4,11.8,6.5,6.8,9.1,4.5,1.7,36.4,33.5,63.1,0.3,0.8,0,3.5
2,CA,5,2018,730955,5.6,5.3,5.3,5.8,6,13.5,13,12.3,7,7.4,10.8,5.1,2,40.7,62.1,6.5,0.8,11.4,0.4,29.2
3,CA,8,2018,717107,7.4,8.2,8.2,6.7,6.6,13.6,12.3,12,6.1,6.5,8,4.1,1.5,35.3,74.7,8.6,1.8,3.3,0.3,40.8
4,CA,18,2018,750295,5.3,6,6,5.8,5.4,12.9,14.4,14.9,6.7,5.9,8.5,4.4,2.6,40,63.2,2.2,0.4,24.1,0.1,16.4
5,CA,22,2018,771095,7.8,8.2,8.2,7.6,6.8,14.9,12.2,11.5,5.1,5.1,7.7,3.4,1.8,32.6,67.9,3.4,1.2,8.1,0.1,49.1
6,CA,34,2018,748812,5.3,4.9,4.9,5.3,7,21.6,15.1,12,5.6,5.4,7,3.6,2,35.3,34.7,5.9,1.3,20.2,0.2,60.7
7,CA,38,2018,716331,6.5,5.4,5.4,6.2,6.7,15.4,12.6,13.1,6.6,5.8,8,4.7,2.3,37.3,40.8,3.7,0.7,17.1,0.5,61.3
8,CO,4,2018,836061,6.3,7,7,7,5.6,13.4,13.5,13.2,6.4,6.4,8.6,3.8,1.5,37.3,89.7,1.6,0.7,2.4,0.2,21.4
9,FL,1,2018,784532,5.9,5.4,5.4,6.1,6.8,14.1,12.2,12.1,6.8,7,10.2,5.2,1.5,38.9,76.7,13.5,0.5,2.8,0.2,6.8
10,FL,23,2018,756447,5.5,5.5,5.5,6.4,5.5,12.1,13.1,14,7,6.1,10.3,5.7,2.2,41.4,70.5,14.6,0.5,4.7,0.1,39.6
11,GA,6,2018,754299,5.6,6.7,6.7,6.7,4.6,13.5,14.9,15.7,6.8,5.7,8.2,3.5,1.5,39.1,68.8,13,1,12.8,0,12.3
12,GA,9,2018,765320,5.6,5.9,5.9,7.3,6.3,11.9,12,12.8,6.6,6.3,11.3,5.8,1.6,40.7,87.9,6.1,0.2,1.3,0.3,13.3
13,IL,17,2018,679926,5.9,6.1,6.1,6.3,6.6,12.3,11.7,12.3,6.9,7.1,10.5,5.7,2.5,40.4,81.4,11.8,0.3,1.5,0,8.8
14,IN,4,2018,768025,5.9,6.2,6.2,8,8.5,12.1,12.1,12.7,6.3,6.3,9,4.6,1.8,37.2,88.4,4.1,0.2,3.1,0,6.4
15,ME,1,2018,685535,4.7,5.1,5.1,5.5,5.4,12.6,11.8,13.6,7.8,7.8,11.9,5.8,2.6,44.5,93.7,1.7,0.3,1.7,0.1,1.9
16,MD,2,2018,768511,6.5,5.8,5.8,5.8,6.6,15.2,13.3,13.1,6.3,6.5,8.6,4.1,1.6,37.1,52.8,35.4,0.2,5.4,0.1,6.7
17,MD,7,2018,716136,5.8,5.7,5.7,6.5,6.8,15,12.4,12.7,6.8,6.7,9.2,4.7,2,38.5,35.2,52.3,0.3,7.4,0.6,4.8
18,MA,4,2018,766019,5.1,5.7,5.7,7.5,6.1,11.1,12,14.7,7.6,6.6,9.7,4.8,2.2,41.3,85,3.4,0.1,6.6,0,5.2
19,MA,8,2018,764891,5.6,5.5,5.5,5,6,17.1,12.9,12.8,7.2,6.7,9.1,4.7,2.4,39.2,74,11.2,0.2,8.7,0,6.1
20,MI,6,2018,721736,5.9,6,6,6.7,8.1,12,11.6,12.1,6.9,6.7,10.3,5.1,2,38.9,84.2,8.1,0.4,1.6,0.1,6.4
21,MI,13,2018,663867,7.1,6.9,6.9,6.7,6.9,14,12,12.8,6.2,6.4,8.6,4.2,1.8,36.7,39.2,53.7,0.3,1.4,0,7.9
22,MO,2,2018,760689,5.8,5.4,5.4,6.4,5.1,11.3,12.4,13.4,7.7,7.3,10.4,6,2.5,42.8,88.1,3.8,0.2,5.3,0.1,2.8
23,MO,6,2018,780002,6.2,6.1,6.1,6.7,6.1,12.2,12.5,12.4,6.9,6.8,9.7,4.8,2,38.6,90.1,4.3,0.5,1.3,0,4.1
24,NV,2,2018,729771,5.6,6.4,6.4,5.9,6,14.1,12.2,12.6,6.7,7.1,10.7,4.9,1.6,39.5,79.3,1.9,2.4,4,0.5,23.1
25,NY,3,2018,707576,5.1,5.7,5.7,5.9,6.1,10.2,10.4,14.7,8.1,7.6,10.9,6.5,3.3,45.9,73.3,3.1,0.1,17.7,0,10.4
26,NY,7,2018,720811,7.6,5.9,5.9,5.4,6.3,19.6,14.2,11.9,5.6,5.1,6.8,3.6,1.4,34.2,50.4,10.2,0.4,16.8,0.1,39.8
27,NY,23,2018,693764,5.2,5.5,5.5,7.5,8,11.6,10.8,12.2,7.5,7.3,10.9,5.5,2.4,40.7,90.3,2.9,0.6,2.3,0,4.1
28,OK,2,2018,747632,6.1,6.4,6.4,6.8,6.2,11.9,11.6,12,6.9,6.4,10.8,6.1,2,39.8,66.1,3.3,17.8,0.6,0.2,5.4
29,OR,3,2018,841456,5.5,5.3,5.3,5.3,5.7,18.1,16.3,13.1,6.2,5.6,8.6,3.5,1.4,37.9,79.1,5,0.9,7.9,0.6,11.6
30,PA,8,2018,696956,5,5.2,5.2,6.7,5.7,12.1,11.1,13.8,7,7.7,11,5.9,2.6,43.3,86.4,5.9,0.1,2,0.1,12.4
31,PA,9,2018,702489,5,5,5,6.3,6.2,11.2,11.3,14.1,7.5,7.3,11.3,5.9,2.8,44.2,91.5,2.8,0.1,1.2,0,7.1
32,PA,10,2018,734849,6.1,6,6,6.1,6.3,13,12.4,13,6.8,6.7,9.8,5.1,2.4,40,79.1,11.6,0.2,3.8,0,8.4
33,PA,12,2018,701192,5.1,5.3,5.3,7.8,8.3,11.5,10.7,12.6,6.7,7.1,10.6,6.1,2.4,40.9,93.7,2.1,0.2,2,0,2.5
34,PA,13,2018,692835,5,5.4,5.4,6.1,5.7,11.4,11.1,13.8,7.4,7.3,11.6,6.6,2.5,44.3,93.4,2.9,0.1,0.6,0,3.3
35,TN,7,2018,786523,6.4,6.7,6.7,7.1,5.9,12.8,13.3,13.2,6.4,6.1,8.8,4.7,1.3,37.9,83.5,10.4,0.5,2.1,0.2,5.2
36,TX,11,2018,782337,7.3,6.7,6.7,6.7,6.9,14.3,11.7,10.9,6,6.1,9.1,4.9,1.7,35.2,86.5,4.2,0.9,1.2,0,39
37,VA,8,2018,795467,6.6,5.9,5.9,4.5,6,18.9,16.8,12.8,5.8,5.2,7.1,3.5,1.6,36.2,63.3,15.3,0.2,11.5,0.1,17.9
38,WA,7,2018,799589,5.3,4.2,4.2,4.3,7.5,22.5,15.2,12.1,5.5,5.1,8.9,3.5,1.8,36,72.5,4.1,0.4,13,0.3,7.8
39,WA,8,2018,754721,6,7.4,7.4,6.5,5.1,12.5,13.6,14.1,7.6,6.8,8.4,3.9,1.4,39,74.2,3.1,1.1,9.4,0.6,11.3
40,AL,5,2018,725634,5.6,6.2,6.2,6.6,6.2,13.4,12.4,13.2,7.7,6.1,9.6,5.2,1.7,39.5,74.4,18,0.4,1.7,0,5.3
41,AL,6,2018,713595,5.9,6,6,6.5,5.3,13.3,13.5,13.3,6.3,6.5,10,4.9,1.8,40,78,15.3,0.2,1.9,0.1,4.7
42,AR,1,2018,724622,6.1,5.9,5.9,6.5,5.7,12.7,12.2,12.3,6.8,6.5,10.5,5.7,1.9,39.5,77.5,16.9,0.4,0.4,0,3.4
43,CA,2,2018,722370,4.6,5.8,5.8,6.1,5.7,10.3,12.3,13.4,7.1,7.6,13.1,5.9,2.3,44.4,79.7,1.6,2.1,4.3,0.1,18
44,CA,3,2018,748104,6.7,6.5,6.5,7.4,8.5,14.4,11.7,11.6,5.9,6.3,8.5,4.1,1.8,34.9,68.5,5.7,1.1,11.7,1,29.9
45,CA,7,2018,753640,5.8,6,6,6.3,5.9,13.1,13.6,13.2,7,6.5,9.3,4.7,2,38.9,63,7.4,0.9,16,0.9,18.5
46,CA,9,2018,775148,6.7,7.7,7.7,7.6,6.8,12.9,12.7,12.6,5.8,5.7,7.9,4,1.5,35.2,56.7,9,0.8,15,0.4,39.2
47,CA,11,2018,762290,5.5,5.6,5.6,5.9,6,13.9,13.1,13.5,7,6.4,9.6,5.1,2,40,55.1,8.6,0.6,15.2,0.5,26.7
48,CO,3,2018,753595,5.5,6,6,6.9,5.9,12.5,12.3,11.7,7.1,7.1,11.3,5.5,1.8,40.4,89.6,0.9,2.4,0.9,0,24.9
49,CT,1,2018,715049,5.3,5.8,5.8,6.8,6,13.1,12.1,13.7,7,6.8,9.6,5.3,2.6,40.4,69.5,15.5,0.2,5.4,0.1,17.6
50,CT,2,2018,699657,4.3,4.6,4.6,7,7.5,12.6,11,13.7,7.8,7.7,10.4,5.1,2.5,42.5,85.3,4.3,0.3,3.5,0,8.9
51,FL,7,2018,786041,4.9,4.9,4.9,7.6,8.1,15.9,13.6,12.8,6,5.9,8.5,4.2,1.8,36.8,74.2,11.1,0.1,5.4,0.1,26.9
52,FL,12,2018,792410,4.8,5.2,5.2,5.7,4.4,10.2,11.8,13.5,6.9,7.3,13.4,8.2,2.9,46.6,86.7,4.9,0.4,2.6,0.1,13.5
53,FL,17,2018,789236,4.1,4.8,4.8,5.6,4.2,9.7,9.3,10.9,6.4,7.5,16.8,11.3,4.3,51.5,86.3,7.1,0.2,1.4,0.1,16.5
54,FL,20,2018,809153,7,5.9,5.9,6.2,7.1,14.5,13.1,13.4,6.3,5.8,7.4,4.1,2,36.2,36.5,53.7,0.1,3.1,0.1,25.8
55,FL,26,2018,790373,6,5.6,5.6,6.9,6.8,13.1,13.4,14.6,7,5.4,8.3,4.9,1.7,39.2,79,11,0.6,1.5,0.1,72
56,GA,5,2018,793039,6.3,6.4,6.4,6.6,9.1,19.5,14.1,11.3,5.6,4.7,6.6,3.1,1.3,32.9,31.7,58.8,0.2,3.9,0.1,6.6
57,GA,8,2018,714720,6,6.3,6.3,7.1,6.7,13.6,12.4,12.6,6.4,6,9.2,4.6,1.5,36.9,62.5,31.4,0.3,1.9,0,6.6
58,GA,10,2018,767352,5.8,6.8,6.8,7.5,7.9,12.2,12.8,13.2,6.4,5.9,8.8,4.3,1.3,37.2,67.2,26.1,0.1,2.1,0,6.1
59,IL,2,2018,694459,6,6,6,7.9,6.6,12.6,12.2,13.1,5.9,6.3,9,4.8,2.2,37.9,36.6,56.7,0.2,0.9,0,14.9
60,IL,8,2018,707268,7,6.7,6.7,6,6.7,14.6,14.1,12.1,6.4,6.4,8.4,3.8,1.6,37,64.3,5.4,0.9,14,0.2,30.1
61,IL,9,2018,721481,6,6.1,6.1,5.9,5.7,13.1,13.2,13.2,7,6.1,9.6,4.9,2.9,40.3,70.3,9.4,0.3,13.2,0.1,11.2
62,IL,10,2018,711265,5.9,5.9,5.9,7.2,7.1,12,12.8,13,6.9,6.4,8.8,4.3,2.4,38.3,69.4,6.2,0.5,11.6,0.1,23.8
63,IL,12,2018,687072,5.9,5.8,5.8,6.2,6.1,13.5,12.1,12.6,6.9,7.2,10,5.1,2.1,39.9,77.6,17.1,0.2,1.3,0,3.2
64,IL,16,2018,684888,5.4,5.4,5.4,6.8,6.7,11.7,11.6,13.4,7.4,7,10.4,5.5,2.2,41.5,90.5,3.7,0.2,1.6,0,10.3
65,IA,3,2018,843598,6.8,6.7,6.7,6.6,5.8,13.9,13.5,12.4,6.8,5.6,8.6,4.2,1.8,37,88.1,4.3,0.2,3.5,0.1,7
66,KY,5,2018,695105,6,6.1,6.1,6.1,6.2,11.9,12.4,13.7,6.7,6.9,10.6,5.2,1.7,40.8,97,1.3,0.1,0.3,0,1.1
67,LA,3,2018,783545,6.9,6.6,6.6,6.9,6.3,13.7,12.6,12.3,6.7,6.3,8.8,4.2,1.7,36.8,70.4,25.2,0.3,1.3,0,4.2
68,MD,1,2018,741621,5,6,6,6.4,6.1,11.4,11,13.8,7.6,7.4,10.9,5.8,2,42.7,81.6,12.3,0.1,2.1,0,4.3
69,MD,3,2018,754636,6.2,6.2,6.2,5.6,6.8,15.7,13,12.9,6.3,6.1,8.6,4.5,2.3,37.3,61.6,23,0.3,7.7,0,9
70,MA,9,2018,742570,4.7,5.1,5.1,6.1,5.9,10.8,11.1,13.6,7.4,7.6,13,6.5,2.7,45.6,87.5,3.3,0.4,1.5,0,6.4
71,MN,4,2018,717766,6.8,6.8,6.8,6.3,6.5,15.6,12.8,11.6,6.6,6.1,8.7,4,1.9,36.2,69.7,10.4,0.6,13,0,6.7
72,MN,8,2018,672274,5.3,5.8,5.8,6.1,6.1,11,11.3,12.2,7.9,7.8,11.8,6.2,2.5,43.4,92.4,1,2.7,0.7,0,1.8
73,MS,2,2018,695797,5.9,6.7,6.7,7.8,6.7,12.4,12.2,11.9,6.6,6.9,9.5,4.3,1.5,37.3,31.4,66.9,0.3,0.2,0,1.8
74,MS,4,2018,774983,5.9,6.3,6.3,7.1,6.9,12.9,12.9,12.2,6.4,6.3,9.5,5,1.4,37.7,71.2,23.7,0.2,1.4,0.1,4.3
75,MO,3,2018,793405,6,6.2,6.2,6.3,5.9,13,12.5,13.1,7.2,7,9.6,4.9,1.6,39.2,92.8,3.6,0.2,0.8,0.1,2.4
76,MO,4,2018,770500,5.9,6.4,6.4,7.4,8.5,13,11.4,11.5,6.3,6.6,9.8,5.2,2,37.2,89.1,4.4,0.7,1.8,0,4
77,MO,8,2018,737972,5.6,6.5,6.5,6.4,6.2,11.4,11.5,12.6,7.2,7.3,10.9,6.1,2,41.3,91.8,4.5,0.4,0.8,0,1.8
78,NE,2,2018,673005,7.5,7.1,7.1,6.7,6,15.2,13.7,12.1,6.1,5.5,7.7,3.4,1.7,35.2,80.9,9.6,0.7,3.6,0,11.6
79,NV,1,2018,685427,6.1,6.4,6.4,5.8,7.4,15.6,13.3,13.1,6.2,5.4,8.9,4.4,1.2,36.9,49.6,13.2,1.8,8.1,0.5,45.4
80,NJ,11,2018,744805,5.4,5.5,5.5,6.2,5.9,11,12.9,14.7,7.5,6.9,9.5,5.6,2.7,42.6,81.3,4.1,0.1,10.5,0,12.3
81,NM,2,2018,700113,6.2,6.7,6.7,7.5,7.2,12.7,11.7,10.9,5.8,6.3,10.2,5.3,2,36.8,83.7,2.2,5.6,0.8,0.1,55.7
82,NM,3,2018,698251,5.3,6.4,6.4,6.9,5.9,12.6,12.3,11.4,6.7,6.5,11.2,5.4,1.8,39.2,66.3,1.6,18.9,1.4,0.2,41.4
83,NC,11,2018,768166,4.6,5.3,5.3,5.8,5.5,11.1,11.7,13.4,7.4,7.3,13,6.9,2.7,45.6,90.4,3,1.4,1.1,0.1,6.7
84,OH,2,2018,734712,5.7,6.5,6.5,6,5.9,13.7,12.6,12.9,7.3,6.6,9.3,5.1,1.9,39.3,85.3,9.7,0.2,1.9,0.2,2.1
85,OH,3,2018,812264,7.9,6.6,6.6,7.4,7.4,18.6,12.7,11.6,5.5,5.4,6.3,3,1.1,32.4,53.6,34,0.3,4.6,0,7.1
86,OH,13,2018,707603,5.1,5.5,5.5,6.7,7.7,12.8,11.2,12.5,6.9,7.3,10.6,5.5,2.6,40.8,82.1,11.7,0.1,2.2,0,3.7
87,OK,3,2018,778026,6.3,6.7,6.7,7.5,7.2,12.9,12.3,11.3,6.4,6.3,9.4,4.8,2,37,79.4,3.9,5.8,1.4,0,10.3
88,PA,1,2018,713685,4.9,4.9,4.9,6.3,5.9,11.4,11.7,14.1,8.7,7.2,10.4,5.9,2.2,43.8,85.6,4,0.1,6.4,0.1,5.8
89,PA,3,2018,736340,6,5.2,5.2,5.8,8.5,21.4,12.3,10.7,5.4,5.9,7.8,4.2,1.8,33.7,33,55.4,0.2,6,0,5.4
90,PA,18,2018,683571,5.1,4.5,4.5,6.1,7.6,16.5,11.5,10.9,6.6,7.4,10.3,5.8,2.6,38.7,74,17.9,0.2,4.2,0,2.5
91,TX,10,2018,896798,6.8,6.9,6.9,6.6,5.6,14.7,14.5,12.9,5.7,5.7,7.8,3.6,1.4,35.9,70.8,10.8,0.7,6.3,0,28.6
92,TX,15,2018,795511,8.3,8.3,8.3,9,7.3,13.9,13,11.3,5.2,4.3,6.2,3.5,1,30.7,85.8,2.2,0.2,1.3,0,81.1
93,TX,26,2018,894192,6.7,7.3,7.3,7.3,6.3,14.1,15,14.2,6.3,5,6.4,2.7,0.9,35.4,76.2,8.8,0.9,7.6,0.1,18.9
94,UT,2,2018,779772,7,7.3,7.3,7.8,7.7,15.3,13.6,9.8,4.9,5.4,7.8,4.1,1.4,33,82.7,1.3,1.2,2.3,1.1,15.8
95,VA,2,2018,743410,6,6,6,6.4,8.5,15.9,12.4,11.6,6.6,6,9,4.2,1.9,36.2,66.1,20.2,0.3,5.9,0.1,8.6
96,VA,11,2018,798464,6.6,6.3,6.3,6.9,6.5,14.1,14.5,14.2,6.4,5.6,7.4,3.4,1.2,36.7,56.9,13,0.4,17.4,0.1,19.6
97,AK,0,2018,737438,7.1,7.1,7.1,6.6,6.7,16,13.2,12.1,6.4,6.2,8.1,2.8,1,34.9,64.4,3.4,15.1,6.3,1.1,7.2
98,CA,12,2018,764043,4.7,3.4,3.4,3,4.9,24.7,16.4,12.8,5.4,6,8.3,4.3,2.5,37.9,47.8,5.1,0.3,32.6,0.2,14.4
99,CA,19,2018,763028,6.3,5.7,5.7,6.6,7.1,14.9,14.2,13.4,6.2,5.6,8.1,3.9,1.5,36.8,43.8,3.1,0.7,29.2,0.7,39.6
100,CA,28,2018,709450,4.1,4.3,4.3,4.1,5.5,18.8,14.7,15.3,7.2,6.2,8.5,4.9,2.2,40.5,68.9,2.2,0.5,13,0.1,23.6
101,CA,37,2018,738174,5.6,5.1,5.1,5.6,8.5,19.2,13.8,12.8,5.7,5.6,6.9,3.8,1.9,35.4,48.1,20.7,0.9,10.7,0.2,41.2
102,CA,42,2018,826801,6.7,7.8,7.8,7.5,6.2,13.4,14,12.6,6.3,4.8,6.6,4,1.4,34.8,64,6.2,0.7,8.8,0.3,41.6
103,CA,49,2018,731513,5.6,5.6,5.6,6.6,6.6,12.7,12.6,13.3,6.9,6.4,9.4,5.2,2.2,39.5,78.2,3,0.4,8,0.4,25.1
104,CO,2,2018,812357,4.8,5.1,5.1,7.2,8.8,14.6,12.7,12.5,6.4,6.8,9.7,3.9,1.4,37.7,90.3,0.9,0.4,3.1,0,11.4
105,FL,6,2018,781896,4.8,4.6,4.6,5.2,5.2,11.3,10.4,12.3,7.6,7.4,14.5,7.4,3.7,47.6,82,10.5,0.3,1.8,0,13.4
106,FL,18,2018,780772,4.3,4.8,4.8,5,4.7,10.9,11.2,12.6,7.9,7.1,13.3,9.2,3.3,48.2,78.3,13.4,0,2.3,0.1,16.4
107,FL,24,2018,784469,7,6,6,6,6.5,16,13.6,13.1,6.1,6.1,8.1,3.9,1.8,36.8,43,47.4,0,1.5,0,42.2
108,GA,3,2018,740700,5.1,6.1,6.1,8.1,6.4,12.1,12.6,13.9,6.4,6.2,9.6,4.4,1.5,39,67.4,25.5,0.5,2.2,0.1,6.1
109,ID,1,2018,912950,6.1,6.8,6.8,7.1,6,12.5,12.3,12.3,6.7,6,10.4,5.1,1.6,38.5,89.3,0.8,1.5,1.5,0.2,10.9
110,IL,18,2018,700276,5.9,6,6,6.6,5.6,11.8,12.1,12.2,7.2,6.8,10.5,5.8,2.8,40.9,89.7,4.3,0.2,2.9,0,3
111,IN,8,2018,718591,6,6.3,6.3,6.4,6.9,12.3,12.1,12.4,7.1,7,9.9,5.2,2.2,39.9,91.8,4.8,0.1,0.8,0,2.6
112,IA,2,2018,783983,6.1,6.1,6.1,7,7.7,12.2,12,11.9,6.2,6.9,9.7,5.1,2.4,38,89.3,4.2,0.2,2.4,0.1,5.9
113,KY,3,2018,749110,6.3,6.2,6.2,6.1,6.3,14.9,12.5,12.3,7,6.4,9.4,4.6,2.1,38.3,70.2,22.4,0.3,3,0,5.8
114,LA,2,2018,794121,6.3,5.8,5.8,6.3,6.2,15.3,12.9,12.6,6.9,6.4,9.1,4.1,1.3,37.5,31.2,61.8,0.2,2.1,0,7.1
115,LA,6,2018,790111,6.8,6.4,6.4,6.3,8.2,14.7,12.5,12.3,5.6,6.2,8.7,4.4,1.6,36,69.3,23.7,0.3,1.9,0,4.4
116,MI,1,2018,699220,4.6,5,5,5.9,6.3,10.7,10.4,12.1,7.8,8.5,13.6,7.2,2.7,46.7,92.1,1.4,2.5,0.7,0.1,1.9
117,MI,5,2018,671115,5.7,5.7,5.7,6.5,6,12,11.3,12.9,7.2,7.5,10.7,5.7,2.2,41.8,77.4,17.6,0.3,0.8,0,5
118,MI,7,2018,706811,5.4,5.7,5.7,6.5,5.8,11.8,11.6,13.5,7.6,7.3,11,5.4,2.1,42,91.2,4.1,0.3,1,0,4.5
119,MN,3,2018,723994,6.1,6.3,6.3,6.1,4.4,12.2,13.4,14.3,7.7,6.7,9.3,4.8,1.7,40.4,78.6,8.7,0.2,7.6,0,4.1
120,MO,5,2018,771847,6.5,6.6,6.6,6.1,6.3,15.8,12.5,12,6.4,6.2,8.8,4.6,2.1,36.8,68.8,22.1,0.3,1.7,0.4,9.2
121,NJ,3,2018,742905,5.3,5.2,5.2,5.8,5.8,12.3,11.5,13.6,7.6,7.2,10.7,6,2.5,43,79.2,11.2,0.1,3.6,0.1,8.9
122,NJ,4,2018,748858,6.2,6.4,6.4,6.5,5.6,10.6,11.1,13.4,7,6.5,10.8,6,2.9,42.2,85.2,6.5,0.1,5.1,0,10.3
123,NJ,9,2018,765382,6.2,6.3,6.3,6,6.1,14.2,13.7,14,7.1,5.9,8.1,4.4,2.1,38.6,59.2,9.8,0.2,13.4,0.1,38.7
124,NM,1,2018,697064,5.5,5.2,5.2,6,6.7,14.7,12.7,12,7.1,6.6,10.3,4.5,2,38.5,79,2.8,4.2,2.6,0,50.2
125,NY,15,2018,743959,7.6,7.5,7.5,7.5,8.1,15.9,12.1,12.6,5.8,4.7,6.3,3.4,1,32.1,17.3,37,0.8,2.3,0.2,65.4
126,NC,3,2018,756375,6.2,6.2,6.2,6.1,8.7,13.2,11.2,11.8,6.2,6.7,10.3,5.6,1.6,37.9,72.5,20.3,0.5,1.4,0.1,8.1
127,NC,6,2018,772716,5.6,5.8,5.8,6.9,5.9,11.8,12,13.6,7.3,6.8,10.3,5.2,2.1,41,71.2,20.5,0.3,1.9,0.1,10.2
128,NC,9,2018,792434,5.9,6.8,6.8,7,5.6,11.6,12.9,14.4,6.4,6.1,9.3,4.5,1.6,39.2,64.4,19.4,7.8,3.7,0.1,8
129,NC,10,2018,762919,5.3,5.6,5.6,6.4,5.5,12.5,11.9,13.9,7.2,7.2,11,5.5,2,42.4,80.6,12.6,0.3,1.7,0,6.6
130,NC,12,2018,880550,6.7,6.6,6.6,6.5,7.2,18.4,14.9,13.1,5.7,4.9,6.3,2.6,1,34,46,37.8,0.5,5.6,0,15.5
131,OH,1,2018,740979,6.7,5.8,5.8,7.2,6.2,13.9,12,12.6,7.3,6.1,9,4.2,1.9,37.4,71.4,20.7,0.1,3.7,0,3.5
132,OH,15,2018,759569,5.4,5.7,5.7,6.7,6.4,14.2,13.3,13.1,6.6,6.4,9.4,4.7,1.8,38.9,89.4,4.8,0.1,2.6,0,2.3
133,PA,2,2018,727380,7.2,6.5,6.5,6.5,5.6,16.9,12.7,12.1,6.4,5.8,8,3.9,1.5,35.3,45.8,27,0.4,7.9,0,26.1
134,SD,0,2018,882235,6.8,6.7,6.7,6.8,6.7,13.2,11.9,11,6.7,6.7,9.6,4.5,2.5,37.2,84,2.2,8.8,1.7,0,3.9
135,TN,1,2018,720358,4.9,5,5,6,5.8,11.3,11.9,13.9,6.8,7.5,12,6.4,2.2,43.9,94.1,2.2,0.3,0.8,0.1,3.9
136,TX,1,2018,725555,6.3,6.3,6.3,7.8,7.1,12.4,12,11.4,6.2,6.2,9.6,5.1,1.8,37,77.5,17.3,0.5,1.3,0.1,18.2
137,TX,2,2018,803041,7.4,6.1,6.1,6.7,5.1,16.6,14.7,12.8,5.5,5.5,7.5,3.3,1.1,35.3,66.1,13,0.4,7.7,0,31.6
138,TX,23,2018,794879,7.4,7,7,7.9,6.1,14.2,13,12.3,5.4,5.3,8.2,3.9,1.2,34.6,84,3.8,0.6,2.4,0.1,69
139,TX,32,2018,769852,6.6,5.6,5.6,6.4,7,17.4,13.3,12.5,7,5.8,7.4,3.7,1.4,35.8,67.5,13.3,0.8,9.4,0,26.2
140,TX,36,2018,754178,7.2,6.6,6.6,7.2,6.9,12.4,12.4,12.8,6.5,6.1,9,4.3,1.4,37,82.2,10,0.6,2.1,0,27.2
141,UT,1,2018,776910,7.9,8.7,8.7,8,8.1,13.6,13.9,10.3,5.3,4.9,6.7,2.9,1.1,31.1,90.4,1.3,1.1,1.4,0.4,13
142,VA,6,2018,755437,5.3,5.8,5.8,7.6,7.9,12.1,10.9,12.4,6.6,6.8,10.6,5.8,2.3,39.9,82.7,11.4,0.2,1.7,0,5.9
143,VA,7,2018,812385,6,6.3,6.3,6.6,5.9,12.4,13.4,13.5,6.9,6.3,9.5,4.6,1.7,39.3,69.4,19.1,0.2,5,0.1,7.5
144,WA,4,2018,735031,7.7,8.2,8.2,7.3,6.1,13.7,12.3,11.1,5.5,5.7,8.6,4,1.5,34,75.2,1.5,2.7,1.8,0.1,39.8
145,AL,1,2018,715346,5.7,5.4,5.4,6.9,5.9,12.5,12,12.7,7.2,6.6,10.6,5.4,1.8,40.3,67.1,27.5,1,1.5,0,3.4
146,AR,2,2018,765124,6.2,6.5,6.5,6.8,7,13.6,12.6,12.4,6.6,5.9,9.5,4.6,1.9,37.7,70.6,22.9,0.5,1.7,0.1,5.3
147,CA,40,2018,716470,6.5,7.6,7.6,7.3,7.7,16.6,14.3,13,4.9,4.1,5.8,2.5,1.1,32.3,57.3,4.6,0.7,2.4,0.1,87.6
148,CA,45,2018,797608,5.9,5.2,5.2,6.9,6.6,13.1,13.2,14.1,7.4,5.7,8.8,4.4,2.2,39.5,62.2,1.6,0.3,25.5,0.1,20
149,CO,1,2018,841497,6,5.6,5.6,4.9,5.9,22.4,15.5,11.8,5.5,5.2,7.4,3.2,1.4,35.1,78.3,7.8,0.9,3.6,0.1,27
150,CT,4,2018,739090,5.6,6,6,7.2,6.1,11.5,12.5,14.8,7.2,6.7,8.5,4.7,2.4,40.6,71.3,12.1,0.3,6,0,19.8
151,FL,11,2018,789849,3.9,4.2,4.2,4.5,3.8,9.1,8.6,10.4,6.7,8.4,18.9,13.1,3.7,55.7,87.8,7,0.3,1.1,0,11.3
152,GA,2,2018,665539,6.2,6.7,6.7,7.2,7.5,13.3,12.3,11.5,6.4,6.4,9.4,4.6,1.8,37,42.4,51.1,0.2,1.1,0.1,5.5
153,GA,4,2018,785104,6.5,7.3,7.3,6.9,6.6,14,13.2,14.5,5.9,6.2,8.2,2.8,1.1,36.3,26.9,60.2,0.2,6.3,0.4,9.7
154,GA,12,2018,723334,6.1,5.9,5.9,7.8,7.7,13.7,12.5,11.9,6.3,6.2,8.7,4.1,1.4,35.6,57.7,35,0.1,1.9,0.2,6.4
155,IL,3,2018,704050,6.2,6.2,6.2,6.5,5.7,13.2,13.4,12.9,7,6.5,8.6,4.7,2.1,38.7,78.8,5,0.5,4.4,0,32.4
156,IL,14,2018,742235,6.1,7.2,7.2,7.1,5.1,11.3,13.3,15,7.1,6.2,8.3,4,1.6,39.4,87,3.8,0.1,3.9,0,13.1
