,state,district,year,total_pop,under_5,X5_to_9,X10_to_14,X15_to_19,X20_to_24,X25_to_34,X35_to_44,X45_to_54,X55_to_59,X60_to_64,X65_to_74,X75_to_84,X85_over,median_age,white_pct,black_pct,amer_ind,asian_pct,pac_isl_pct,hispanic_pct
1036,KS,3,2014,749250,7,7.6,7.3,6.5,5.8,14.3,13.6,13.5,6.3,5.7,7.1,3.5,1.9,36.2,81.5,8.6,0.3,4.2,0.2,11.6
1037,KS,4,2014,720979,7.1,7.2,7.4,6.7,6.6,13.5,12.1,12.6,6.7,6.1,7.7,4.6,1.9,36.4,83.3,7.1,1.1,3.3,0,11.8
1038,KY,1,2014,724041,6.4,6.7,6,6.8,6.9,12,11.7,13.4,6.9,6.5,9.6,5.2,1.8,39.5,89.2,7,0.3,0.5,0,2.9
1039,KY,2,2014,742858,6.2,6.5,7.2,7,7.2,12.3,12.5,14.1,6.9,5.6,8.6,4.3,1.6,37.7,89.4,5.2,0.1,1.2,0.2,3.3
1040,KY,3,2014,736532,6.4,6.4,5.9,6.1,6.7,14.5,12.7,13.4,7.5,5.8,8.2,4.2,2.2,37.7,72.1,21.7,0.2,2.6,0.1,4.9
1041,KY,4,2014,748191,6.5,7.2,6.8,6.5,6,12.6,12.9,14.6,7,6.1,8.4,3.7,1.7,38.2,92.5,3.2,0.1,0.9,0,3
1042,KY,5,2014,712274,5.6,6.2,6,6.4,6.5,12,12.9,14.3,7.2,6.6,9.9,4.7,1.7,41,96.7,1.6,0.2,0.4,0,0.9
1043,KY,6,2014,749561,6.2,6,6.4,7,8.8,13.1,13.2,13.5,6.6,6,7.9,3.6,1.7,36.9,84.9,8.8,0.4,1.8,0,4.6
1044,LA,1,2014,796858,6.1,6.7,6.7,6.3,6.8,14.3,12.3,13.3,7.1,6.1,8.5,3.9,1.9,37.3,79.1,13.6,1.4,2.5,0,9.1
1045,LA,2,2014,775807,6.6,6.7,5.8,6.2,7.7,16.1,12.7,13.3,7,5.8,7.5,3.5,1.2,35.7,32.1,62.3,0.2,2.4,0,5.6
1046,LA,3,2014,777665,6.8,7.2,6.9,6.7,7.2,14.4,12.1,13,6.8,5.7,7.6,3.9,1.5,35.4,70.8,25,0.3,1.5,0,3.6
1047,LA,4,2014,756663,7,6.9,6.7,6.9,7.1,13.4,12.4,12.5,6.2,6.1,8.5,4.4,1.8,36.3,61.2,33.6,0.7,0.8,0.2,4
1048,LA,5,2014,750819,6.4,7,6.6,7,7.5,12.7,12.4,12.8,6.7,6,8.6,4.6,1.7,37.1,61.6,35.6,0.4,0.7,0,2
1049,LA,6,2014,791864,6.5,6.5,7.3,6.9,8.4,14.3,12.8,12.8,6.6,5.7,7.4,3.7,1.2,35.2,71.1,24.5,0.3,2.2,0,4.3
1050,ME,1,2014,673835,4.7,5.5,5.7,6.1,5.8,11.8,12,15.3,7.9,7.2,10.3,5.3,2.3,43.7,94.5,1.7,0.4,1.4,0,1.7
1051,ME,2,2014,656254,4.7,5.3,5.6,6.2,6,11.1,11.5,15,8.3,7.6,10.8,5.4,2.4,44.6,95.1,0.8,0.8,0.8,0,1.2
1052,MD,1,2014,728405,5.2,6.4,6,7,6.7,10.9,11.4,15.1,7.4,6.7,10.2,4.8,2.2,42.1,82.8,12.2,0.1,2.5,0.1,3.6
1053,MD,2,2014,743321,6.6,6.6,6,6.5,7.4,15.2,12.9,13.9,6.8,5.6,7.3,3.7,1.5,36.1,55.6,33.9,0.2,5.3,0,6.6
1054,MD,3,2014,768378,6.1,6,5.7,6.1,7.1,16.5,12.8,13.4,6.8,5.7,7.8,4.1,2.1,36.9,63.1,23.5,0.1,7.6,0,8.5
1055,MD,4,2014,742761,6.9,6.6,6.4,5.9,6.5,15,14.1,14.4,6.7,5.4,7.3,3.4,1.4,36.9,34.2,52.6,0.2,2.8,0,15.7
1056,MD,5,2014,753079,5.7,5.7,7.3,7.8,7,12.7,12.7,16.2,6.8,6,7.7,3.2,1.2,38.3,51.7,37.6,0.3,4.2,0,8
1057,MD,6,2014,755369,6.8,6.3,6.7,6.2,6.1,13.2,13.6,15.8,7,5.3,7.5,3.7,1.8,38.7,68,12.3,0.4,10.9,0.1,12.8
1058,MD,7,2014,738431,6,6.3,6.1,6.3,7.8,14.6,12.1,14.2,6.8,5.9,7.9,4.1,1.8,37.4,35.9,53.7,0.3,6.7,0,4
1059,MD,8,2014,746663,5.8,6.2,6.9,6.1,5.6,12.4,13.5,14.5,7.3,6.3,8.5,4.3,2.7,40.4,68.2,12.1,0.2,9.4,0.1,15
1060,MA,1,2014,733426,5.3,5.5,6.4,6.9,7.3,12.1,11.6,14.2,7.4,6.8,9.2,4.5,2.7,41,83.8,6.4,0.3,1.9,0,16.7
1061,MA,2,2014,736475,5.2,5.2,6.2,8,8.8,12.1,11.7,14.9,7.3,6.3,7.9,4.1,2.2,39.1,84.8,5,0.2,5.3,0,9.3
1062,MA,3,2014,755778,6.2,6.1,7,6.6,6.4,12.7,12.9,15.7,7.4,5.5,7.9,3.8,1.7,38.7,76.7,2.6,0.4,7.4,0,19.1
1063,MA,4,2014,748190,5.2,5.9,6.8,7.6,6.7,10.8,12.9,16,7,6.6,8.3,4,2.2,41,87.4,2.9,0.1,5.8,0,4.2
1064,MA,5,2014,755944,6,5.1,5.6,6.1,6.7,15.3,13.9,14.1,7,5.4,7.9,4.7,2.3,38.7,78.4,5.3,0,11.5,0,8.7
1065,MA,6,2014,757309,5.1,5.7,5.8,6.7,6.1,11.6,11.9,16.2,7.9,6.7,8.7,4.9,2.7,42.7,85.6,3,0.2,4.1,0,8.2
1066,MA,7,2014,769929,5.8,5,4.2,7.8,11.5,22.6,12.8,11.1,5,4.5,5.5,2.8,1.4,31.3,51.3,24.9,0.3,9.8,0,20.8
1067,MA,8,2014,751768,5.4,5.3,5.9,5.6,5.9,16,12.8,14.1,7,5.9,8.8,4.8,2.5,39.7,78,9.9,0.2,7.5,0,5.3
1068,MA,9,2014,736589,4.7,5.5,6.1,5.9,6.1,10.3,11.4,15.2,7.2,7.6,11.1,6.5,2.5,45.1,88.5,3.2,0.3,1.4,0,4.8
1069,MI,1,2014,703687,4.6,5.1,5.8,6.1,6.5,10.3,10.5,13.8,8.3,8,11.9,6.5,2.6,46,92.4,1.7,2.3,0.6,0,1.7
1070,MI,2,2014,724843,6.5,6.9,6.7,7.3,7.9,12.5,11.6,13.5,6.9,6,8,4.2,1.9,36.6,85,6,0.5,2.2,0,9.4
1071,MI,3,2014,725487,6.5,6.8,7.1,6.7,6.7,13.6,12.5,13.8,6.7,5.9,7.8,3.7,2.2,37.1,84.1,8.9,0.6,1.9,0,7
1072,MI,4,2014,702630,5.2,5.7,6.1,7.5,8.5,10.8,11.1,13.7,7.2,6.8,10,5.2,2.1,40.9,94.1,1.8,0.8,0.9,0,3.1
1073,MI,5,2014,687292,5.9,5.7,6.8,6.5,6.5,11.7,11.9,13.8,7.6,6.6,9.5,5.6,1.8,40.9,77.4,17.3,0.4,1,0,4.8
1074,MI,6,2014,712100,5.9,6.5,6.6,6.8,8.2,12,11.4,13.6,6.8,6.7,9,4.7,1.9,38.5,84.9,8.4,0.6,1.6,0.1,5.9
1075,MI,7,2014,702894,5.3,6.3,6.5,6.6,6.4,11.1,12.1,14.9,7.9,6.6,9.5,4.8,1.9,41.9,91.4,4.1,0.4,0.9,0,4.4
1076,MI,8,2014,725201,5.5,6.3,6.6,8.4,9,11,12.1,14.8,7.1,6.2,8,3.3,1.6,37.7,85.4,5.9,0.3,4.3,0,4.8
1077,MI,9,2014,720485,4.9,5.9,5.9,6.2,6.6,13.7,12.8,14.7,7.1,6.6,8.4,4.7,2.5,40.4,79.6,13.2,0.3,3.9,0,2.1
1078,MI,10,2014,706525,5.4,6.2,6.5,6.4,5.9,10.6,12.2,15.6,7.8,6.9,9.8,4.8,2,42.8,93.1,2.5,0.3,1.7,0,3.2
1079,MI,11,2014,718435,5.6,6.1,6.7,6.5,5.3,12.2,13.3,15.6,7.5,6.7,8.2,4.2,2,41.1,82.6,5.3,0.2,9.2,0,3.5
1080,MI,12,2014,705207,6.1,5.9,6.3,7.3,9.6,13.9,12.3,12.8,6.6,5.8,7.5,3.9,2,35.7,78.6,10.6,0.3,5.4,0.1,5.8
1081,MI,13,2014,687170,7.1,6.5,6.6,7.4,8.3,13.2,12.3,13.3,6.9,5.7,7.2,3.8,1.9,35.8,38.5,55.1,0.6,1.2,0,6.8
1082,MI,14,2014,687921,5.9,6.1,6.6,6.3,7.6,12.3,12,13.8,7.5,6.4,8.7,4.7,2.1,39.5,34.5,56.6,0.2,4.7,0,4.7
1083,MN,1,2014,666946,6.3,6.6,6.5,6.7,7.1,12.9,11.5,13,7.2,6.1,8.2,5.1,2.8,38.5,91.6,2.9,0.3,2.6,0,6.2
1084,MN,2,2014,689759,6.5,7.1,7.4,7,6.1,12.6,13.4,15.4,7,5.4,7.1,3.7,1.3,37.5,85.2,4.4,0.5,4.4,0.1,5.6
1085,MN,3,2014,685736,6.1,7,6.7,5.7,4.9,13.1,12.8,15.1,8.1,6.3,8,4.1,2,40.1,81.2,6.6,0.2,7.7,0.1,4.5
1086,MN,4,2014,695920,6.7,6.6,6.6,6.6,7.2,15.5,11.9,13.2,6.5,6,7.3,3.8,2.1,35.5,72.1,9.6,0.7,12.1,0,6.5
1087,MN,5,2014,706584,6.9,6.1,5.1,5.9,8.1,20,13.5,12.3,5.8,5.2,6.1,3.1,1.9,33.8,69.4,16.5,1,5.7,0,9.1
1088,MN,6,2014,684784,6.5,7.1,7.8,7.5,6.5,13,13.5,15.3,6.8,5,6.6,3,1.3,36.1,91.6,2.7,0.4,2.2,0,2.6
1089,MN,7,2014,662682,6.3,6.6,6.3,6.6,6.6,11.3,10.7,13.1,7.4,6.7,9.5,5.9,3.1,40.8,92.5,1.4,2.6,0.7,0.1,4.3
1090,MN,8,2014,664762,5.5,6,6.3,6,6.1,11.3,11.1,13.8,7.8,7.4,10.5,5.7,2.4,43.1,93.1,1,2.6,0.7,0,1.6
1091,MS,1,2014,760275,6,7,7.2,7.6,6.7,12.5,13.2,13,6.5,5.6,8.6,4.6,1.5,37.1,69.5,27.3,0.1,0.6,0,3
1092,MS,2,2014,722640,6.8,7.1,7.2,7.7,7.4,13,12.7,12.2,7.1,5.5,7.6,4,1.7,35.6,31.5,66.2,0.4,0.4,0,2.1
1093,MS,3,2014,749430,6.2,6.7,6.9,7.4,7.1,12.7,12.7,12.6,6.7,6.1,8.5,4.5,1.9,37.5,61.4,35.3,0.8,1.1,0,2
1094,MS,4,2014,761734,6.6,6.8,7.1,7.3,6.8,13,12.9,12.9,6.8,5.7,8.4,4.2,1.5,36.7,71.6,23.9,0.4,1.1,0,3.6
1095,MO,1,2014,744782,6.7,6.1,5.7,6.9,7.8,16,12.3,13.1,7,6.1,7,3.7,1.7,35.6,44.2,49.2,0.2,2.6,0,2.8
1096,MO,2,2014,758288,5.6,6.2,6.3,6,5.2,12.6,12,14.6,7.6,6.5,9.3,5.6,2.6,42.2,89.6,3.4,0.1,4.7,0,3
1097,MO,3,2014,766993,6,7,6.8,6.6,6.6,12.5,12.5,14.5,6.8,6.1,8.7,4.2,1.6,38.5,92.5,3.7,0.4,0.7,0.1,2.2
1098,MO,4,2014,763003,6,6.5,6.4,7.6,9.4,12.4,11.6,12.7,6.3,6.1,8.9,4.5,1.8,36.7,88.8,4.9,0.5,1.4,0,3.5
1099,MO,5,2014,758442,6.8,6.6,6.4,6.1,6.8,15.1,12.2,13.2,7.1,5.6,7.7,4.6,1.9,36.9,67.3,22.2,0.5,1.8,0.1,8.9
1100,MO,6,2014,760291,6.1,6.6,7,6.6,6.7,12.2,12.8,13.9,7.2,5.8,8.7,4.5,1.9,38.9,90.9,4.3,0.4,1.2,0.1,3.7
1101,MO,7,2014,765669,6.1,6.1,6.7,6.8,7.9,12.6,11.9,13.1,6.6,6,9.2,4.9,2.1,38.3,92.5,2.1,0.9,1.2,0.1,4.8
1102,MO,8,2014,746121,5.9,6.6,6.2,6.4,6.5,11.5,11.6,13.7,6.9,6.9,10.1,5.5,2.1,41.1,91.7,4.9,0.5,0.7,0,1.8
1103,MT,0,2014,1023579,5.8,6.4,6.1,6.3,7.3,12.5,11.2,12.8,7.8,7,9.7,4.9,2,39.6,89.4,0.6,6.8,0.8,0,3.4
1104,NE,1,2014,634290,6.8,6.8,6.9,7.2,8.5,13.3,12,12.3,6.7,5.6,7.7,4.4,1.8,35.4,89.5,3,1.2,2.6,0,8.3
1105,NE,2,2014,641045,7.6,7.7,6.9,6.7,6.5,15.9,13.1,12.9,6.2,5.3,6.4,3,1.8,34,82,9.8,0.8,2.9,0.1,11
1106,NE,3,2014,606168,6.3,6.9,6.7,6.8,6.3,11.2,11.1,12.6,7.4,6.4,9.2,6.2,2.9,40.3,93.7,1.2,0.9,0.6,0.1,11.1
1107,NV,1,2014,693623,6.4,6.9,5.9,6.4,7.6,15.8,12.6,13.9,6.7,5.2,7.7,3.7,1.3,35.8,54.9,11.6,0.5,8.2,0.7,44
1108,NV,2,2014,697426,5.8,6.3,6.4,6.6,6.7,13.5,11.7,14,6.9,6.6,9.8,4.2,1.5,38.7,83.2,1.6,2.2,3.8,0.6,21.8
1109,NV,3,2014,734973,5.7,6.7,6.5,5.6,5.5,14.7,15.4,13.4,5.9,6.1,8.9,4.2,1.3,38.5,68,6.5,0.5,13,0.8,17
1110,NV,4,2014,713077,6.8,7,7.2,6.7,6.9,13.2,14.2,12.9,5.9,5.4,8.8,3.9,1.1,36.6,66,14.5,1.1,5.9,0.5,29.2
1111,NH,1,2014,665612,5.2,5.4,5.8,6.7,6.6,12.3,11.9,15.7,7.9,7,9.1,4.3,2.1,42.3,93.4,1.3,0.1,2.6,0,3.2
1112,NH,2,2014,661201,4.6,5.6,5.9,7.3,6.6,11,12.2,15.9,7.8,7.2,9.4,4.6,2.1,42.6,93.5,1.2,0.2,2.6,0.1,3.2
1113,NJ,1,2014,732232,6.1,6.5,6.3,6.2,6.7,13.6,12.5,14.4,7,6.3,8.2,4.1,2.2,38.7,67.5,17.5,0.2,4.9,0,13.1
1114,NJ,2,2014,733973,5.9,6.2,5.9,6.5,6.6,11.8,12.2,14.6,7.1,6.6,9.6,5,2,41.4,74.4,13.1,0.2,4,0,15.9
1115,NJ,3,2014,734551,4.9,5.8,6.3,6.2,6.2,11.3,12.1,15.1,7.7,6.1,9.8,5.7,2.7,43,80.4,10.2,0.1,3.7,0,7.7
1116,NJ,4,2014,748864,6.7,6.3,6.7,6.6,5.8,10.8,11,15,7.4,6,9.3,5.3,3.1,41.6,85.6,6.6,0,3.9,0,9.8
1117,NJ,5,2014,745147,5,6.1,6.9,6.8,6.1,9.9,12.4,16.8,7.7,6.4,9,4.6,2.3,43,77.5,5.4,0.1,10.9,0,13.6
1118,NJ,6,2014,748924,5.9,6.3,6.5,6.7,7.5,14.2,13.7,14.8,6.3,5.6,7.4,3.3,1.9,36.9,63.6,10.2,0.1,18.8,0,21.7
1119,NJ,7,2014,748182,5,6.1,7.7,7.4,5.7,9.1,13.1,17.4,7.8,6.2,8.3,4,2.2,42.4,80,5,0.1,9.8,0,12.2
1120,NJ,8,2014,762249,7,5.7,5.3,5.6,7,20.5,15.4,13.4,5.4,4.5,5.7,3,1.4,34.4,57.4,10.2,0.1,9.5,0,54.9
1121,NJ,9,2014,759352,6.6,6.3,6.5,6.3,6.3,14.4,14.2,13.6,6.3,5.7,7.5,4.1,2,37.2,57.4,10.3,0.5,12.5,0,36.1
1122,NJ,10,2014,742855,7.3,6.6,6.2,6.4,7.8,14.7,14.2,13.7,6.2,5.8,6.5,3.2,1.4,35.6,29,53.7,0.3,6.3,0,18.9
1123,NJ,11,2014,739014,5,5.9,6.5,6.5,5.5,10.4,12.9,16.3,7.6,6.1,9.1,5.2,2.8,43.2,82.1,3.8,0.1,10,0,10.6
1124,NJ,12,2014,742832,5.8,6.2,6.1,6.4,6.2,13.1,14.1,14.4,7.3,6,7.8,4.6,2,39.5,58.5,17.1,0.2,16.5,0.1,16.2
1125,NM,1,2014,699493,6.1,6.4,6.3,6.2,7.2,14.5,12.2,13.2,6.6,6.4,8.6,4.6,1.6,37.7,72.5,2.6,4.4,2.3,0,48.8
1126,NM,2,2014,699424,7,7.1,7,7.4,8,12.4,11,12.2,6,6.2,9.2,5.1,1.4,36.1,82.2,1.9,5.7,0.9,0,53.4
1127,NM,3,2014,686655,6.4,7,6.8,7,6.5,12.8,12.1,12.5,7.4,6.2,8.9,4.5,1.7,38,64.5,1.5,18.5,1.3,0,40.7
1128,NY,1,2014,725932,5.5,5.4,6.9,6.9,6.5,10.7,12.5,15.7,7.6,6.1,9.5,4.9,2,41.8,86.7,5.3,0.4,3.9,0,12.8
1129,NY,2,2014,724171,5.4,6.7,6,6.8,7.1,12.7,12.5,16.2,7.4,5.6,7.6,4.1,1.9,39.1,76.5,10.1,0.1,2.5,0,22
1130,NY,3,2014,718780,4.6,6.1,6.6,6.7,5.9,9.3,11.7,16.5,7.8,6.3,9.2,6,3.2,44.4,75.1,2.8,0.2,15,0,12.3
1131,NY,4,2014,721920,6,6,6.2,6.7,6.5,12.3,12.8,14.5,6.9,6.3,8.4,4.8,2.5,40.3,65.9,14.6,0.3,6.4,0,20.1
1132,NY,5,2014,760487,6.6,6.1,6.2,6.5,7.4,13.9,12.8,14.8,7.3,5.2,7.6,3.9,1.7,37.4,17.4,51.2,0.4,13.8,0.1,18.4
1133,NY,6,2014,733419,5.9,4.9,4.4,4.7,5.8,15,14.7,14.8,7.5,6.5,8.5,4.9,2.4,41.3,45,3.7,0.3,39.8,0,19.6
1134,NY,7,2014,732079,7.5,6.1,5.1,5.8,8,20.4,14.9,12.5,5.6,4.5,5.2,3.2,1.3,33.4,48,11.9,0.5,19.5,0,40.7
1135,NY,8,2014,758543,6.9,6.1,5.8,6.3,7.9,15.6,13.1,13.1,6.2,5.5,7.7,3.8,2.1,35.8,29.1,55,0.3,5,0,18.2
1136,NY,9,2014,755073,7.5,5.9,5.8,5.6,7,17.1,14.1,12.7,6,5.5,7.4,3.7,1.8,35.7,34.4,49.6,0.3,7.1,0,11.5
1137,NY,10,2014,736997,6.9,5.5,5.2,4.8,5.9,20.3,14.6,12.2,5.3,5.6,8.2,3.5,2.1,35.7,69,3.6,0.4,18.4,0,12.5
1138,NY,11,2014,726893,6.3,6.2,6.1,5.7,6.6,13.8,13.1,14.1,7,6.3,8.3,4.4,2.1,39.3,72,7.4,0.2,13.1,0,17.1
1139,NY,12,2014,729253,4.8,3.3,2.8,3.6,6.5,28.1,15.2,11.1,5.7,4.8,7.6,4.6,1.9,35.5,73.3,5.1,0.2,13.3,0,14.2
1140,NY,13,2014,782199,6.7,5.7,5.3,5.5,9.2,18.4,14,13.2,5.6,5.3,6,3.1,1.9,34.4,24.2,30,0.8,5.1,0,54.5
1141,NY,14,2014,752344,6.2,6.2,5.1,4.8,7.7,19.2,14.8,13.3,6,4.7,6.7,3.8,1.5,35.5,48.3,11.3,0.5,16.9,0.1,47.9
1142,NY,15,2014,750915,8.4,7.6,7.5,8,9.4,15.4,12.2,13.2,5.2,3.9,5.6,2.7,1,30.6,12.5,34.3,0.6,1.6,0.1,65.3
1143,NY,16,2014,732521,6.2,6.6,6.2,6.7,6.5,12.5,13.1,14.4,6.8,5.4,8,5,2.6,38.9,49.7,30.6,0.3,5.5,0,24.1
1144,NY,17,2014,739263,6.2,6.8,7.1,7.3,6.4,11.3,12.5,14.2,6.9,6,8.3,4.5,2.5,39.1,69.6,10.8,0.7,5.9,0,22.5
1145,NY,18,2014,720115,5.7,6.4,7.2,7.6,7.3,10.7,12.4,15.6,7.2,5.8,8.2,4.2,1.8,39.6,76.4,9.6,0.4,3,0,16.5
1146,NY,19,2014,708116,4.5,5.1,5.7,6.9,7.1,10.9,10.8,15.7,8,7.2,10.5,5.3,2.2,44.3,89.7,4.6,0.1,1.7,0,6.9
1147,NY,20,2014,727913,5.3,5.4,6.2,7.1,8.4,12.8,12,13.8,7.2,6.4,8.5,4.5,2.3,39.1,80.7,8.9,0.1,4.7,0,6.1
1148,NY,21,2014,713276,5.6,5.7,5.6,6.8,7.9,12.6,11.6,14.5,6.8,6.8,9,4.9,2.1,40.3,91.7,3.1,0.9,1,0,3.4
1149,NY,22,2014,709851,5.2,5.5,6,7.5,8.1,11.4,10.9,14.4,7.3,6.6,9.3,5.2,2.6,41.4,90.2,3.9,0.4,2.7,0,3.5
1150,NY,23,2014,715663,5.4,5.5,5.9,7.8,8.7,11.8,10.5,13.5,7.5,6.5,9.3,4.9,2.5,40,91,3,0.7,2.4,0,3.7
1151,NY,24,2014,715188,5.7,5.7,6.4,7.3,7.3,12.6,11.3,14.5,7.3,6.3,8.6,4.4,2.5,39.4,84.5,8.5,0.5,2.6,0,4.1
1152,NY,25,2014,721227,5.8,6,5.9,7,7.6,13.8,11.4,13.9,6.8,6.3,8.6,4.4,2.6,38.8,75.7,15.6,0.6,3.4,0,8.1
1153,NY,26,2014,717332,5.8,5.6,5.3,6.5,8,14.8,10.9,13,7.1,6.3,8.8,5.1,2.8,38.9,71.9,18.2,0.5,4.1,0.1,5.8
1154,NY,27,2014,716757,4.4,5.4,6.9,6.9,6.1,10.8,11.6,16.1,8.1,7.1,9.4,5,2.3,43.7,92.8,3,0.6,0.9,0,3
1155,NC,1,2014,742851,6.5,6.2,6.1,6.7,8,13.3,11.8,12.7,6.9,6.4,8.8,4.4,2.1,37.6,39.2,53.5,0.7,1.4,0.1,8.3
1156,NC,2,2014,774723,7,7.4,7.3,6.2,6.6,13.6,13.6,13.7,6.2,4.9,8.1,3.7,1.6,36.4,71.6,16.9,0.9,4,0.1,10.9
1157,NC,3,2014,759653,6.5,6.3,5.8,7,10.8,13.8,11.9,11.7,6.5,5.3,8.7,4.5,1.3,34.8,73.7,19,0.4,0.8,0,7.9
1158,NC,4,2014,795798,6.1,6.2,6.2,7.7,9.6,17,14.4,12.1,5.6,4.5,6.3,3.2,1.2,33.1,56.9,29.8,0.5,5.8,0.1,11.9
1159,NC,5,2014,750233,5.2,6.6,6.3,6.9,7.6,11.2,12.4,14.3,6.9,6.4,9.4,4.9,1.9,40.3,81.5,12.9,0.2,1.4,0,8.8
1160,NC,6,2014,755280,5.2,5.9,6.4,6.5,6.2,11.2,12.8,14.7,7.9,6.6,9.4,5,2.2,42.1,77.1,15.7,0.2,2.5,0.1,7.2
1161,NC,7,2014,772311,5.5,6.5,7,6.2,5.9,11,12.9,14.1,7,6.7,10.8,4.7,1.7,41.4,74.8,17.4,1.9,0.8,0,9.1
1162,NC,8,2014,746671,6.2,7,7.1,6.8,6.1,12.4,13.4,13.8,6.7,5.6,9,4.5,1.5,39,66.8,19.2,7,1.3,0,9.3
1163,NC,9,2014,805960,6.4,7.2,7.7,6.6,4.7,12.9,15.6,15.1,6.6,5.2,7.3,3.3,1.3,38.3,77.2,12.6,0.4,4.5,0.1,8.5
1164,NC,10,2014,744808,5.5,6,6.5,6.3,6.1,11.4,12.9,14.3,7.1,6.5,10,5.1,2,41.9,81.5,11.9,0.3,1.4,0,5.9
1165,NC,11,2014,744956,4.9,5.4,5.7,6.1,5.9,10.3,12.4,13.7,7.4,7,12.4,6.2,2.6,44.4,89.2,3.7,1.6,1.4,0.2,5.9
1166,NC,12,2014,778251,7.3,7,6.6,7.2,9.4,16.9,13.6,12.7,5.7,4.2,5.8,2.7,1,32.2,36.1,51.1,0.3,4.1,0,13.7
1167,NC,13,2014,772469,6.2,7.3,7.6,6.4,5.3,12,14.5,15.2,6.5,6,8,3.8,1.1,39,73.1,17.7,0.3,2.3,0.1,8.5
1168,ND,0,2014,739482,6.8,6.7,5.7,6.9,9.2,14.6,11.1,12.3,6.8,5.8,7.3,4.5,2.3,35.1,88.5,2,5.4,1.2,0,2.8
1169,OH,1,2014,729726,6.6,6.7,7,7.3,6.8,13.3,12.3,14.2,6.6,6,7.3,4.2,1.8,36.6,71.4,22.1,0.1,3,0,2.9
1170,OH,2,2014,724587,6.1,6.6,6.3,5.6,6.2,13.4,12.6,13.9,7.1,6.8,8.6,4.7,2,39.4,87.3,8.5,0.1,1.4,0.1,2
1171,OH,3,2014,755499,7.6,7.3,6.1,7.2,8.2,18.3,13.1,12.3,5.6,4.7,5.7,2.7,1.2,31.9,57.1,32.5,0.1,3.6,0,6.2
1172,OH,4,2014,709882,5.8,6.6,6.1,6.6,6.3,11.6,12.3,13.9,7.8,6.5,9,5.1,2.3,40.9,89.7,5.1,0.3,0.9,0,3.1
1173,OH,5,2014,730503,5.5,6.3,6.8,7.3,7.2,11.5,11.8,13.6,7.5,6.6,9,4.6,2.3,39.9,92.4,2.9,0.2,1.3,0,4.8
1174,OH,6,2014,713457,5.3,6,6,6.5,5.7,11.2,12,13.9,8.1,7.1,10.2,5.4,2.4,43.1,95.4,2.4,0.1,0.5,0,0.9
1175,OH,7,2014,725548,5.9,6.6,6.6,6.8,6.5,11.1,11.4,14.1,7.1,6.7,9.8,5.1,2.3,41,92.3,3.8,0.1,0.6,0,2.3
1176,OH,8,2014,722889,6.2,6.5,6.9,7.1,7.1,11.6,12.1,13.7,7.5,5.8,8.8,4.7,2,38.8,88.7,6.3,0.3,1.8,0.1,3.3
1177,OH,9,2014,709813,6.2,6.7,6,6.7,7.1,13.6,12.7,13.7,7.3,5.6,7.8,4.5,2.2,38.1,75.2,15.5,0.4,1.4,0,11
1178,OH,10,2014,720794,6.1,5.9,6.4,6.7,7.3,13,11.4,13.5,7,6.4,9,5.4,2,39.4,77,17.2,0.3,2.2,0,2.6
1179,OH,11,2014,699736,6.4,5.8,6.3,7,7.7,13.4,11.5,12.7,7.4,6.7,8,4.7,2.5,38.1,39.6,54.3,0.3,2.3,0,3.7
1180,OH,12,2014,755978,6.4,7.3,6.8,6.5,5.9,12.6,14.1,14.1,7.1,5.9,7.9,3.7,1.8,38.3,88.7,3.9,0.1,3.4,0.1,2.3
1181,OH,13,2014,707940,5.1,5.7,5.9,6.6,7.6,12.6,11.4,13.2,7.7,6.5,9.4,5.3,3,41.2,82.9,11.9,0.1,1.9,0,3.1
1182,OH,14,2014,722474,5,6.1,6.7,6.5,5.7,10.1,11.8,15.4,8,6.7,10,5.4,2.7,43.8,91.5,4.1,0.2,2,0,2.8
1183,OH,15,2014,740854,5.5,5.6,6.7,7.1,7,13.4,13.4,14.2,6.8,6,8.3,4.5,1.5,38.6,90.6,4.1,0.3,2.5,0,2
1184,OH,16,2014,724483,5.3,5.7,6.3,6.5,5.8,11.5,11.8,14.3,8.5,6.6,9.8,5.4,2.6,42.9,93.6,2.1,0.3,2.1,0,2.2
1185,OK,1,2014,781067,7.2,7.3,6.8,6.4,6.7,14.2,12.8,12.8,6.6,5.7,7.7,3.9,1.8,36,71.9,8.5,5.4,2.3,0.1,10.7
1186,OK,2,2014,749768,6,6.6,6.8,7.1,6.4,11.5,11.8,12.9,6.7,6.4,10.5,5.3,2,40.1,66.9,3.6,17.3,0.6,0.1,5
1187,OK,3,2014,776896,6.6,7.2,6.5,7.1,8.1,12.9,11.7,12.8,6.5,5.7,8.4,4.8,1.8,36.2,79.8,4.1,6,1.5,0.2,9.2
1188,OK,4,2014,773994,6.5,7,6.6,7.6,8.2,14,12.3,12.4,6.2,5.6,7.7,4.4,1.4,35,76.1,7.1,4.7,2.2,0.2,8.4
1189,OK,5,2014,796326,7.7,7.3,6.6,6.2,7.1,15.3,12.7,12.4,6.6,5.2,7.4,3.9,1.6,34.8,69.7,13.5,4.3,3.1,0.1,15.3
1190,OR,1,2014,805943,6.2,6.4,6.9,6.1,5.9,14.5,14.7,13.5,6.6,6,7.9,3.3,1.9,37.5,81.1,1.6,0.8,7.4,0.3,14.3
