,laborforce_unemployed,PercentCar,Management_business_science_and_arts,Service,Production_transportation_and_material_moving,Median_household_income,No_health_insurance,non_fam_household,diff_house_1year,foreign_born,ForeignCit,home_lang_not_english,own_computer,black_pct,hispanic_pct,Pct20t45,Pct45t65,Pct65plus,r200kplus,HighSchoolEd,BachelorsOrHigher
160,3.2,79.9,54.5,12.7,5.5,97356,3.9,29.2,14.3,29.1,16.9362,37.4,96.1,1.6,18.1,33.3,27.5,14.5,18.0,12.5,56.0
161,3.7,74.8,23.3,25.9,16.9,61304,13.6,22.7,11.6,39.6,15.9588,70.8,93.5,1.7,66.4,39.0,22.5,9.5,3.8,23.3,18.7
162,3.8,75.6,37.4,19.8,13.3,65450,7.7,34.7,10.8,29.3,16.5838,47.0,93.2,7.7,36.7,36.3,26.1,12.5,7.9,19.2,32.0
163,2.9,78.7,45.1,16.4,7.7,88903,5.9,32.8,11.7,24.5,15.4105,33.4,94.8,1.3,21.5,32.1,29.3,16.9,15.4,14.9,44.5
164,2.6,75.1,44.2,17.1,8.4,80877,6.6,30.8,14.4,17.9,10.4178,26.1,96.2,2.2,26.9,32.9,26.1,14.8,15.9,15.0,44.1
165,4.0,77.7,34.3,19.5,9.9,71692,7.9,25.4,14.9,19.9,9.751,31.7,95.0,3.6,31.4,32.6,26.7,13.9,6.8,22.9,28.2
166,6.4,74.8,20.5,29.9,13.5,46639,11.5,24.4,10.3,34.4,15.0328,70.3,87.1,6.8,70.4,37.5,22.8,11.3,2.0,24.8,14.1
167,3.0,74.3,58.0,13.1,5.5,90854,4.2,38.5,16.7,22.9,13.3049,29.6,96.2,2.9,13.6,39.2,24.3,14.4,14.3,11.8,57.4
168,4.4,78.1,44.2,19.9,6.7,69314,6.7,38.6,14.5,23.8,12.970999999999998,39.9,95.1,8.1,33.9,41.1,23.5,12.7,6.9,17.9,37.9
169,3.2,75.8,36.3,19.2,11.8,80810,6.1,34.7,13.2,21.6,11.1888,32.4,95.2,6.5,29.2,32.5,26.7,17.9,10.4,20.2,32.3
170,4.3,78.6,30.4,20.1,17.0,54509,7.8,28.9,12.6,13.9,7.2975,27.7,94.3,8.6,40.8,32.5,24.6,13.6,4.2,30.1,16.5
171,2.1,73.5,61.6,12.3,5.3,141661,3.8,29.8,13.8,30.3,16.5135,38.1,96.9,2.2,16.4,32.7,27.5,15.5,36.1,10.5,64.6
172,4.2,80.8,36.6,17.5,11.7,61951,6.3,27.6,12.6,18.0,8.496,38.7,92.8,3.4,49.1,33.9,21.7,12.9,6.8,22.3,26.3
173,4.2,60.4,32.9,25.1,13.7,47993,15.9,43.8,11.7,45.5,19.747,73.1,90.5,5.9,60.7,43.7,23.0,12.6,5.4,19.8,28.8
174,3.0,82.1,32.9,17.3,16.1,74622,7.6,22.0,6.9,29.8,18.6548,58.1,92.7,3.7,61.3,34.7,25.5,15.0,7.4,27.0,24.9
175,3.2,70.5,43.8,18.5,8.2,77550,5.0,37.7,13.1,12.8,6.144,18.9,95.0,1.6,18.0,28.3,28.1,21.3,15.5,17.7,43.3
176,3.2,75.5,33.0,20.6,13.6,68609,6.2,30.6,15.6,18.5,9.213,30.9,93.5,5.7,29.9,34.6,23.8,14.4,7.7,23.3,26.5
177,3.1,78.2,42.8,17.0,9.7,79712,4.3,30.7,11.7,19.9,12.4972,28.8,95.6,7.4,18.5,32.6,26.7,16.0,8.7,19.9,34.3
178,3.6,78.0,29.6,18.5,17.6,69769,5.7,24.1,11.3,22.4,11.2896,38.8,94.5,9.0,39.2,32.4,24.1,13.4,7.4,28.9,20.2
179,3.1,63.7,45.0,18.4,9.5,96950,5.7,30.2,11.4,26.6,13.8054,37.3,95.4,8.6,26.7,33.0,26.9,16.7,20.4,16.2,46.0
180,2.6,28.7,61.4,13.5,5.3,113919,3.4,52.6,14.2,32.5,20.085,39.0,93.7,5.1,14.4,46.0,24.2,15.1,28.9,11.9,61.4
181,3.2,75.5,42.7,19.1,10.9,106346,5.2,26.6,9.8,35.3,20.5799,56.1,96.3,3.1,39.6,36.2,25.2,13.5,22.0,17.9,38.4
182,3.8,71.6,51.5,16.2,7.8,71213,7.9,48.5,9.4,39.3,24.5625,51.9,91.3,2.2,23.6,39.0,28.7,15.6,13.7,16.8,45.3
183,3.5,71.5,43.1,20.7,10.9,62038,10.2,48.1,9.7,32.8,14.6288,49.8,93.0,20.7,41.2,41.5,24.1,12.6,10.3,16.5,39.9
184,3.1,79.4,36.1,18.4,13.0,89086,6.4,18.5,12.7,19.4,12.0668,34.7,96.3,6.2,41.6,33.6,23.7,12.0,11.0,26.5,26.1
185,2.5,73.6,43.8,17.2,8.6,94960,6.8,29.6,14.5,18.2,10.7562,26.8,96.2,3.0,25.1,31.9,26.6,16.8,18.4,16.3,44.6
186,4.8,71.6,17.4,20.5,27.1,51725,14.7,18.5,6.3,40.9,14.5604,83.1,91.3,4.6,87.6,38.6,22.0,9.4,2.3,26.5,10.8
187,2.6,78.3,55.5,12.5,5.8,105917,4.4,29.8,13.3,29.2,16.1768,38.5,97.8,1.6,20.0,32.9,27.2,15.4,19.4,11.7,55.5
188,3.9,75.9,47.1,17.2,8.7,81437,7.0,36.2,11.9,33.1,21.0185,45.6,95.9,5.1,28.6,36.1,26.8,15.5,13.8,16.7,44.9
189,4.6,80.4,27.2,24.7,11.9,48230,7.3,40.8,10.6,20.6,11.0622,40.8,91.6,4.6,46.9,29.2,26.4,22.8,5.4,32.1,21.3
190,2.9,77.3,37.5,19.6,13.2,69483,7.2,37.6,8.8,27.9,17.1306,46.9,95.1,7.6,34.1,36.8,27.3,12.9,8.5,18.1,32.7
191,2.8,76.4,41.3,20.0,7.9,77592,4.7,31.8,14.6,10.0,6.27,13.7,95.1,1.3,14.3,28.3,27.9,21.2,12.0,20.7,35.3
192,2.8,78.9,37.2,18.2,12.0,83594,9.2,28.2,8.4,21.9,10.4901,40.7,94.0,1.9,45.9,32.9,25.9,15.3,12.6,19.8,32.4
193,4.4,80.6,31.4,18.1,18.0,65319,8.2,24.1,12.2,20.3,10.353,43.2,94.5,10.1,54.4,36.1,22.9,11.7,7.2,25.3,24.8
194,3.0,71.6,62.4,10.2,4.6,114080,3.8,43.2,15.0,23.2,14.7552,29.9,96.9,4.1,13.7,33.0,26.1,18.7,26.9,10.0,65.3
195,3.0,75.9,26.3,23.9,16.8,68177,12.6,24.7,10.3,37.3,16.2628,68.8,94.6,2.3,67.6,39.4,22.7,10.1,5.3,24.4,20.4
196,2.3,78.7,47.2,17.0,7.2,95136,5.1,36.3,12.9,24.8,16.5912,33.7,95.9,1.7,20.7,32.1,29.3,17.7,18.2,15.7,47.1
197,4.7,82.1,29.0,17.6,18.7,65609,5.4,25.5,12.0,19.6,10.0548,39.6,93.4,3.2,44.8,34.0,23.9,13.0,6.6,30.7,17.4
198,3.1,51.3,52.7,15.3,9.7,82237,5.3,45.5,13.6,26.0,13.572000000000001,39.0,94.1,16.6,22.1,40.5,24.1,14.1,17.2,15.6,50.8
199,2.8,63.1,48.6,17.9,9.0,117054,3.4,31.0,11.0,37.4,22.9636,48.3,96.0,2.9,23.2,35.2,26.7,16.5,26.8,14.8,50.5
200,2.4,70.9,50.7,14.4,9.8,119997,2.5,22.4,10.1,35.0,21.07,49.9,96.8,5.2,22.3,34.7,26.7,13.5,25.8,19.6,46.2
201,6.5,77.9,22.7,21.3,18.0,47759,8.7,28.4,12.6,24.6,9.9384,54.6,89.3,5.2,61.4,35.8,20.7,10.4,2.8,25.8,13.6
202,2.6,74.9,60.6,11.2,8.3,141217,2.9,26.6,13.8,49.6,24.6016,61.2,97.0,2.1,15.9,40.0,25.2,12.4,31.6,13.3,59.9
203,5.0,80.2,31.8,20.2,13.2,56995,7.4,30.1,12.3,14.7,6.9237,31.4,92.6,6.0,42.0,33.3,24.0,13.1,5.4,25.3,20.1
204,3.4,79.7,39.0,19.1,10.9,82243,5.5,23.7,9.6,20.6,13.1016,34.1,94.3,7.3,40.5,31.5,27.2,13.1,11.6,22.4,28.6
205,2.3,76.7,46.0,16.9,8.4,76515,4.9,28.6,9.2,39.1,24.2029,56.6,94.4,4.0,27.9,32.5,27.6,18.1,12.9,18.4,43.0
206,2.7,74.0,59.7,12.9,6.1,100124,5.2,38.6,17.7,22.6,12.8594,29.3,97.3,3.5,15.0,38.6,24.5,14.6,17.4,11.0,59.5
207,3.4,79.2,41.0,21.2,9.8,79898,8.0,36.8,15.1,23.3,14.1897,39.9,97.0,8.0,34.4,41.2,23.0,12.5,8.0,17.8,37.5
208,3.5,76.9,34.3,21.5,11.4,55316,6.0,38.2,15.2,5.7,2.7474,12.4,92.2,1.8,13.9,30.1,25.9,22.0,4.9,23.9,24.8
209,4.1,76.2,37.9,20.6,11.9,60661,5.9,37.8,14.8,24.8,12.9704,40.0,95.0,12.8,28.8,38.2,22.4,12.3,5.7,23.4,29.7
210,3.4,71.0,30.6,20.3,13.5,75460,8.7,28.5,12.5,26.3,8.5475,50.6,94.0,2.0,54.1,34.5,23.4,14.0,11.0,20.1,28.1
211,5.8,76.9,17.6,18.7,17.5,44561,8.4,19.3,11.1,29.0,7.423999999999999,62.3,87.3,4.2,74.3,38.1,19.8,9.0,2.0,26.7,9.2
212,3.3,69.2,37.3,19.9,9.5,75025,9.2,33.9,17.5,18.3,6.9357,32.1,94.4,2.0,36.7,34.5,23.1,17.3,10.5,19.1,34.9
213,3.8,73.1,26.4,24.2,15.8,55176,11.2,28.1,7.3,42.9,21.3213,73.1,88.5,3.9,67.3,38.1,25.0,11.7,4.6,23.9,21.1
214,3.8,75.1,28.5,21.5,18.0,70814,7.5,20.3,7.4,34.6,19.375999999999998,63.0,94.8,2.7,62.7,35.1,26.1,13.5,6.1,26.7,21.9
215,3.8,79.0,22.9,18.6,24.9,66131,11.3,20.0,9.6,30.1,13.6353,63.0,94.5,5.6,72.1,38.8,22.2,9.7,4.3,25.5,17.6
216,3.0,80.9,43.1,15.3,11.1,89695,6.5,22.4,11.9,32.3,20.2521,48.7,97.0,2.7,33.4,34.2,26.4,15.4,14.0,18.6,41.7
217,4.2,78.7,23.4,21.5,20.3,67606,11.0,21.4,9.8,24.9,12.4749,52.6,96.0,8.9,62.6,38.2,21.8,9.4,5.5,30.0,17.8
218,3.3,76.2,32.2,21.9,15.8,64721,10.1,32.6,9.4,32.2,15.0052,55.1,95.1,21.2,48.4,36.6,25.1,12.2,6.9,21.8,28.0
219,4.7,77.2,20.9,21.4,24.3,53711,11.2,21.6,6.3,31.8,13.356,68.7,92.2,15.4,71.6,36.9,22.2,10.3,4.4,27.0,13.1
220,2.9,82.4,34.2,20.9,11.0,75136,8.5,26.3,12.4,19.2,10.5408,27.9,95.9,2.4,32.8,33.1,25.6,14.9,9.6,23.6,28.6
221,5.7,74.0,22.3,28.0,15.3,50101,11.8,25.8,9.8,33.7,17.0185,69.7,93.0,6.9,71.2,37.3,22.6,11.8,2.6,24.7,15.6
222,3.3,71.5,43.8,17.4,7.8,57347,11.7,48.5,22.4,15.6,5.9436,25.9,89.2,8.3,28.2,42.8,23.3,11.1,7.3,17.9,44.3
223,3.3,70.9,46.7,16.8,7.0,70322,7.5,37.2,20.3,7.4,3.4706,10.4,94.4,0.9,10.2,36.2,27.1,13.2,7.9,16.1,52.7
224,4.3,73.3,33.1,20.5,10.1,49885,13.6,35.1,16.1,6.8,2.1284,15.5,86.2,0.9,24.8,31.8,27.3,15.9,2.9,26.8,30.6
225,3.4,78.5,37.6,16.6,11.4,65595,8.5,28.2,17.0,8.1,2.8836,15.1,89.9,1.6,21.7,32.5,26.3,12.5,6.3,24.9,32.8
226,4.3,78.3,39.7,19.0,8.2,56789,9.4,31.4,22.1,6.3,2.9925,11.1,90.7,5.3,15.4,35.1,25.5,12.7,4.5,22.5,34.6
227,3.6,78.6,42.3,15.8,8.3,71518,10.5,29.3,18.6,15.2,6.4752,23.3,93.7,9.1,20.0,35.0,25.3,11.0,7.6,19.5,42.0
228,3.5,79.0,37.0,18.3,10.7,61426,11.2,36.1,15.0,10.6,3.975,19.2,90.2,1.6,27.9,35.5,26.0,12.6,4.6,25.8,30.7
229,2.9,70.9,47.9,15.5,7.4,62718,8.4,48.3,19.5,13.5,5.2379999999999995,23.6,93.5,8.6,27.6,42.5,22.9,11.9,8.8,18.1,47.7
230,3.2,70.3,49.2,17.5,6.6,75659,5.9,37.5,20.7,7.4,3.2634,10.6,96.7,1.0,10.5,36.3,26.7,14.0,10.5,15.9,54.2
231,3.9,75.8,32.5,21.3,10.4,50817,9.7,37.2,16.3,6.0,1.932,13.8,88.6,1.0,24.3,31.0,27.2,17.4,3.6,27.9,29.2
232,3.0,77.9,39.9,15.2,11.5,67878,6.4,28.8,16.8,8.4,2.9988,15.5,92.4,1.4,22.2,32.1,26.3,13.3,8.0,24.8,34.9
233,3.5,76.4,41.0,19.0,8.0,62372,6.2,32.4,20.1,6.5,3.406,11.8,94.9,5.9,15.8,35.3,25.3,13.3,4.8,21.3,37.0
234,2.8,76.6,42.2,15.8,9.3,76451,7.2,30.1,15.9,14.9,6.1239,23.2,95.5,9.4,19.2,35.2,25.7,11.7,9.0,21.7,41.9
235,2.9,77.9,36.7,17.3,10.9,66063,9.1,36.2,15.6,11.6,4.0832,20.7,93.3,1.8,29.7,36.3,25.4,12.8,5.3,24.7,32.4
236,2.5,78.8,41.5,14.8,11.0,77737,6.7,29.2,16.9,7.4,3.5446,15.0,94.7,1.6,21.4,32.5,26.0,13.9,10.2,23.1,36.0
237,3.1,74.6,35.4,20.1,9.5,55215,9.4,36.8,15.2,6.2,2.5606,13.8,90.3,0.9,24.9,30.7,25.9,18.6,3.7,26.8,31.9
238,2.5,70.3,49.7,16.1,8.4,81753,5.8,38.1,17.5,8.2,3.4112,11.7,96.5,0.9,11.4,36.1,25.7,15.0,12.3,14.0,56.1
239,2.6,69.7,48.7,14.9,8.6,71198,8.6,50.7,18.0,13.0,5.564,22.6,95.2,7.8,27.0,43.8,22.5,12.0,10.3,15.9,50.8
240,2.6,77.3,42.5,15.1,10.8,82450,7.5,30.9,16.8,14.8,6.6156,23.1,96.1,9.7,21.2,35.1,25.8,12.1,11.0,21.5,42.6
241,2.3,77.9,39.7,16.1,12.2,73244,6.8,36.9,15.3,10.9,5.013999999999999,19.6,93.6,1.7,29.5,37.0,24.1,14.0,6.6,24.4,35.7
242,3.2,76.6,40.9,18.0,9.3,66062,8.1,33.4,20.3,6.6,3.4452,10.9,94.3,6.0,16.6,35.6,24.4,14.2,6.1,21.0,37.2
243,6.2,80.7,43.5,16.2,10.5,65352,5.6,35.4,12.2,14.7,7.9821,24.0,86.4,15.3,16.2,30.9,29.0,16.1,7.1,27.2,36.1
244,4.2,79.9,40.3,19.6,9.8,70992,4.7,33.3,13.5,7.1,4.0115,11.9,89.0,4.3,7.9,30.5,29.8,16.1,6.3,30.0,33.9
245,5.4,78.5,41.9,17.8,10.6,61574,6.0,40.5,11.2,11.6,5.4404,19.9,84.1,13.2,14.4,33.4,27.5,15.6,6.9,30.3,35.9
246,5.8,69.7,45.9,17.1,6.2,88279,10.5,30.1,11.5,21.5,9.3955,29.3,90.6,12.1,19.0,31.0,28.3,13.9,21.6,20.5,49.1
247,4.8,82.0,40.8,16.5,11.4,67929,7.6,33.1,10.2,13.2,5.874,23.7,85.9,6.7,17.6,30.4,29.6,15.6,8.7,29.6,35.2
248,4.0,79.2,42.4,17.8,9.4,70215,3.9,35.9,11.4,14.7,8.3937,23.6,88.0,15.5,16.8,31.8,27.5,16.1,8.0,28.2,36.8
249,4.0,81.0,41.1,18.9,9.1,74784,3.1,34.7,12.1,7.3,3.9858,12.1,90.3,4.1,8.3,30.7,29.7,16.8,8.9,29.5,35.1
250,4.4,77.5,42.1,18.9,9.3,67774,4.8,38.7,11.4,13.5,6.8445,22.2,88.6,14.0,15.4,33.0,28.0,15.9,7.7,31.0,36.2
251,5.0,69.8,45.6,18.8,7.4,94862,7.7,29.9,11.6,22.4,10.5952,31.3,91.8,12.6,19.8,30.7,28.6,14.4,21.9,20.4,48.9
252,3.8,81.3,42.9,16.6,10.9,68904,4.6,36.0,9.8,13.6,7.7928,24.1,87.9,6.6,18.2,29.1,30.3,17.5,9.4,28.3,36.3
253,3.5,80.6,42.2,16.5,12.7,73884,4.1,35.7,10.6,14.8,8.5544,23.8,92.3,15.5,17.6,31.2,27.5,17.5,9.3,28.2,37.0
254,3.3,81.5,42.4,19.1,10.6,77908,3.5,34.6,12.8,7.5,4.065,12.0,92.8,4.3,8.9,31.1,29.2,18.0,9.8,28.6,36.4
255,4.3,70.1,47.9,16.5,7.5,93999,7.6,31.4,11.9,22.2,10.9668,29.5,94.1,12.1,19.8,30.1,28.7,15.6,23.3,19.2,51.1
256,3.5,79.8,41.0,18.0,11.5,70742,5.9,36.0,10.1,14.8,7.9624,24.5,90.3,7.9,20.1,30.1,28.7,17.3,10.8,27.8,36.8
257,3.6,77.9,43.2,18.4,10.2,70498,5.2,38.5,11.8,13.1,6.8382,20.5,92.0,14.7,16.1,33.2,27.0,17.5,9.2,30.6,36.6
258,4.2,81.5,38.8,18.0,11.5,59716,7.8,33.4,11.8,8.6,4.1968,13.0,85.2,21.7,8.9,31.7,27.1,16.4,5.2,31.2,30.6
259,3.5,81.0,39.9,17.5,10.7,61757,5.7,33.8,12.6,9.4,4.6342,12.9,90.7,22.0,9.2,31.3,27.0,17.5,5.6,32.1,31.0
260,3.5,79.6,38.8,18.9,11.5,64805,5.7,35.2,10.7,9.4,4.3992,13.1,92.9,22.5,9.5,31.0,26.8,18.7,6.6,33.2,31.4
261,4.0,80.4,35.2,19.7,8.9,50926,13.5,35.6,17.5,5.5,3.0195,7.7,87.1,13.5,6.2,33.7,26.3,15.7,3.2,28.5,27.1
262,5.8,82.3,37.1,20.7,8.2,43045,13.6,38.9,21.1,5.1,2.4174,8.0,84.9,25.0,5.8,36.4,25.5,14.5,2.7,29.3,26.8
263,5.5,79.6,36.4,20.0,9.7,45273,14.3,35.5,18.1,7.1,4.0044,11.1,84.4,12.6,9.1,32.8,25.9,17.0,2.7,31.5,24.5
264,4.4,81.0,38.3,18.7,8.6,54281,13.0,36.7,17.3,10.3,5.6341,13.8,89.0,13.6,8.2,35.0,26.8,14.4,4.6,28.4,30.5
265,7.6,75.9,25.5,26.3,14.1,32781,17.5,38.6,21.6,12.8,6.1184,18.7,80.4,52.9,12.9,36.4,25.1,11.5,1.1,34.4,16.1
266,3.4,80.0,35.1,19.5,9.2,48408,15.1,35.3,14.1,8.0,4.632,10.5,87.2,9.2,7.8,26.6,29.0,23.6,3.4,31.0,27.2
267,4.2,82.9,40.1,18.4,6.9,51288,14.0,37.7,15.2,11.7,6.5871,20.8,92.8,10.5,21.2,34.5,26.6,14.1,5.1,26.1,33.6
268,4.9,80.8,38.1,20.1,8.6,47676,14.3,36.2,15.8,9.0,5.138999999999999,10.4,87.6,10.4,10.0,26.0,29.4,23.9,3.7,29.6,27.0
269,5.4,80.4,30.5,21.7,9.7,45204,21.0,28.5,14.9,21.1,10.4445,47.1,81.4,10.5,47.4,37.3,23.6,11.5,2.4,28.1,24.2
270,4.5,80.4,37.9,19.5,8.8,51609,16.7,33.0,15.8,14.4,7.5744,22.1,88.2,11.8,18.5,32.2,25.7,19.0,4.4,28.7,29.2
271,3.8,81.1,27.0,23.8,11.8,41172,13.9,35.0,13.1,7.1,4.7286,9.5,83.7,8.6,9.3,22.7,26.0,32.8,2.2,36.5,18.9
272,3.7,82.1,36.6,19.7,9.0,45071,14.3,47.0,14.3,12.0,6.6960000000000015,14.2,84.0,6.0,9.6,27.8,30.3,23.6,3.6,28.7,28.8
273,5.1,81.8,36.5,18.0,10.7,49681,14.2,32.3,15.0,10.9,5.3737,19.9,86.6,14.2,18.1,33.2,26.2,14.5,3.4,32.1,26.2
274,2.9,83.2,33.8,22.7,7.6,51985,13.9,36.4,16.1,12.1,6.0258,13.8,88.8,6.7,12.0,23.8,27.3,30.1,4.8,30.5,31.5
275,5.0,77.8,29.8,21.4,9.5,42179,16.9,33.7,14.7,10.9,4.8396,19.0,80.8,8.9,19.2,25.8,25.7,26.6,2.1,34.7,19.1
276,4.1,77.8,36.0,22.0,8.0,52400,14.4,37.2,12.7,15.8,8.7216,19.1,87.7,12.9,14.9,26.8,28.6,24.3,6.1,29.5,27.4
277,3.2,80.2,32.1,23.7,7.9,51834,16.3,36.1,15.9,17.0,7.258999999999999,22.1,88.0,8.1,19.1,24.9,26.7,29.2,5.9,27.5,31.3
278,7.4,76.4,23.4,26.5,11.4,38582,23.3,34.8,16.9,32.6,16.5608,38.7,79.9,51.9,21.5,35.3,25.5,14.1,0.8,34.6,17.9
279,4.2,81.6,37.4,21.1,6.1,57016,14.2,32.7,14.9,26.8,15.3832,33.0,89.8,12.8,22.0,27.2,26.1,23.2,6.4,27.3,35.2
280,4.6,77.4,39.3,20.0,6.3,53536,16.4,48.2,17.8,24.8,11.655999999999999,31.6,87.9,12.5,20.9,31.3,28.3,21.4,8.4,23.3,37.7
281,4.5,76.9,39.2,18.7,7.1,54650,16.4,38.6,14.6,37.7,22.1676,50.1,89.6,11.8,40.0,32.8,28.0,16.3,6.1,24.9,36.4
282,7.6,75.6,28.1,25.7,11.6,36660,26.3,36.4,11.7,39.3,21.7722,50.4,80.4,57.6,32.1,37.4,25.2,12.0,2.1,30.4,20.1
283,3.7,80.6,33.0,19.9,8.4,53204,18.4,25.2,11.2,47.0,29.656999999999996,71.6,87.4,9.4,68.8,33.4,27.7,15.9,3.5,27.4,26.4
284,3.3,78.4,34.6,19.9,9.4,53006,9.7,35.1,16.8,5.4,2.9916,8.3,91.6,13.8,6.4,32.7,26.5,16.2,3.8,26.4,27.9
285,3.4,80.8,34.1,20.0,9.8,46062,12.0,36.2,17.2,5.8,2.8478,8.7,87.7,12.7,6.4,30.0,28.5,19.2,3.3,33.9,23.4
286,3.2,79.5,36.1,20.2,8.6,45970,10.2,38.8,17.5,7.8,4.1574,11.1,87.3,15.5,9.6,34.2,25.0,16.1,3.2,32.4,25.8
287,2.5,81.1,43.7,15.6,8.0,68229,8.9,34.7,15.7,9.4,5.2828,12.6,94.3,8.8,8.2,33.9,27.4,16.0,7.5,23.0,39.2
288,4.8,80.1,31.9,20.9,11.4,40932,11.5,40.8,21.8,7.1,3.6849,10.9,86.6,47.7,8.0,38.0,22.8,12.3,1.5,31.6,21.4
289,3.1,81.4,31.4,21.3,9.0,46882,11.7,37.3,13.4,7.9,4.898,13.4,88.6,10.3,12.6,26.6,28.1,25.1,2.9,31.4,23.9
290,3.2,80.7,43.7,16.8,7.3,57146,12.3,38.2,16.4,13.3,7.4746,25.0,93.9,10.7,25.3,36.9,25.5,13.8,5.6,21.1,37.8
291,3.1,82.4,37.3,20.7,9.3,50752,10.0,36.2,13.4,9.6,5.9328,11.8,90.5,9.3,10.4,25.7,29.1,24.8,4.9,28.4,29.0
292,3.8,81.7,29.2,22.9,12.5,49899,13.0,27.4,14.1,16.4,8.282,37.8,88.5,14.1,39.0,33.8,24.0,15.3,2.9,30.2,24.7
293,4.5,79.1,34.1,23.3,9.3,50151,13.5,34.4,17.7,25.9,13.0795,33.7,91.5,28.2,27.0,38.1,25.6,11.2,4.6,26.5,30.4
294,2.7,81.0,28.6,22.6,10.7,43610,9.8,34.4,13.7,6.6,4.0524,9.0,89.1,8.4,9.8,20.8,25.4,36.5,1.8,35.7,20.5
295,3.5,79.5,38.4,18.2,6.8,49774,10.9,34.8,14.2,9.6,5.76,13.1,89.8,4.9,12.2,26.3,28.1,24.5,4.0,32.1,26.9
296,3.5,77.1,36.9,18.7,8.7,48519,11.5,44.9,16.4,11.6,7.3428,14.8,88.6,12.3,9.8,29.1,29.8,22.2,3.9,28.0,27.8
297,4.1,76.7,39.3,19.5,8.2,51410,12.3,43.0,18.0,20.3,8.8914,30.8,92.3,19.6,29.0,36.9,25.6,12.8,6.7,26.6,35.2
298,3.2,82.4,33.5,17.8,11.6,53784,11.6,31.4,14.7,11.4,6.2016,22.0,90.3,13.9,23.0,33.0,25.5,16.0,3.2,32.6,25.7
299,3.0,81.0,34.3,19.3,9.2,55447,11.1,34.9,15.1,13.5,5.912999999999999,19.4,91.2,7.7,17.7,26.2,26.8,25.9,5.4,29.2,30.7
300,3.4,81.5,26.6,21.1,10.4,45508,12.1,34.7,13.0,11.3,5.5822,15.6,85.3,7.5,15.4,22.9,26.8,30.7,3.2,37.4,21.3
301,2.5,78.9,34.0,21.0,7.8,54913,12.5,36.1,15.5,15.2,8.588,20.3,91.6,12.4,16.1,26.2,27.5,25.1,6.4,27.2,30.5
302,2.9,79.2,31.5,21.6,7.3,54812,11.9,35.9,13.6,16.9,8.3486,22.7,92.6,8.0,19.4,25.1,25.7,29.8,7.2,28.3,32.3
303,4.5,76.8,26.3,24.7,11.8,43677,17.6,30.9,12.0,35.1,18.9891,37.3,87.6,53.0,24.1,35.5,25.0,13.1,2.6,31.9,19.7
304,3.8,78.5,33.8,24.3,6.9,55864,11.9,37.9,14.2,26.9,15.064,34.5,92.1,16.2,23.4,28.2,25.4,25.1,7.0,24.7,34.3
305,3.8,78.0,40.5,18.5,7.1,60159,12.1,43.6,16.2,27.0,15.552,34.2,93.3,15.8,20.4,28.9,29.6,20.8,9.4,24.3,37.9
306,3.3,81.8,42.2,16.7,7.1,61513,9.9,35.1,13.8,35.8,23.6996,47.1,93.6,13.4,37.1,32.4,28.1,17.4,8.5,22.3,38.6
307,2.9,75.0,24.1,22.2,14.3,46247,19.4,27.1,10.3,58.2,31.1952,78.5,86.9,4.6,76.1,31.4,27.2,19.2,4.0,29.3,22.7
308,3.4,78.4,29.6,21.9,9.2,54453,16.3,21.2,9.9,47.8,27.8196,70.9,92.4,11.2,69.9,34.2,26.4,14.5,4.1,28.4,27.3
309,2.8,73.3,40.4,19.7,7.6,51958,13.1,38.4,11.1,55.0,30.36,74.2,88.6,5.2,71.5,34.6,27.3,18.3,10.0,24.9,37.5
310,3.0,79.4,37.3,21.0,9.1,59088,10.4,33.6,18.9,5.8,3.741,8.2,93.3,13.5,6.8,33.1,25.9,16.9,5.2,27.7,28.5
311,3.2,80.3,43.5,17.0,8.3,64119,10.4,34.0,11.1,37.5,24.5625,50.2,95.9,14.6,39.6,30.7,27.1,18.2,9.4,22.8,40.2
312,2.8,81.1,43.9,16.7,7.7,64170,11.2,38.3,17.0,16.5,9.3225,28.5,95.3,11.1,26.9,37.6,24.7,14.5,8.3,22.7,41.1
313,3.0,80.7,39.2,16.5,9.2,54563,11.2,37.8,13.8,10.8,6.534,14.0,91.4,4.9,13.5,26.4,27.7,24.5,4.6,30.9,28.7
314,2.4,79.6,28.0,20.4,13.1,51562,12.0,33.3,12.2,10.3,5.6959,16.6,89.6,7.1,16.5,23.2,24.8,32.4,4.6,36.1,22.1
315,4.9,80.3,26.1,26.2,13.5,48003,18.6,34.9,12.4,35.5,20.448,39.0,92.4,53.7,25.8,34.7,25.5,13.5,2.5,32.4,20.2
316,3.0,80.2,31.2,21.7,10.1,61501,16.2,20.3,11.2,49.1,29.6073,72.6,95.5,11.0,72.0,33.3,27.0,14.9,4.8,27.2,28.8
317,2.4,80.3,31.8,20.1,11.3,51745,12.1,36.7,11.8,8.2,5.4284,14.5,92.4,10.5,13.4,26.9,27.3,25.6,4.3,31.4,24.4
318,2.3,79.7,37.2,19.7,9.8,60483,12.2,36.0,10.3,15.5,9.951,19.2,95.2,13.4,16.4,26.8,27.6,25.8,8.2,25.1,33.4
319,2.9,81.6,29.3,21.4,13.5,47017,10.7,34.8,12.9,6.8,4.5356,9.8,92.6,7.0,11.3,21.5,25.5,35.7,2.0,35.2,21.0
